pointid	key	value	Naam	area_prop_sb	openheid_klasse	openheid_waarde	is_sbp	X	Y
DM_1013.10	waterway	ditch	De Moeren	0.262759394353029	4	1.56322109699249	1	26036.5742640753	195001.341666834
DM_1013.11	waterway	ditch	De Moeren	0.233335483884523	4	1.5612006187439	1	25990.5319735339	194983.37432853
DM_1013.12	waterway	ditch	De Moeren	0.204405458039382	4	1.55797266960144	1	25944.4896829925	194965.406990225
DM_1013.13	waterway	ditch	De Moeren	0.173790670976511	4	1.55487322807312	1	25898.447392451	194947.43965192
DM_1013.14	waterway	ditch	De Moeren	0.146035904118135	4	1.55710399150848	1	25852.4051019096	194929.472313615
DM_1013.15	waterway	ditch	De Moeren	0.116674500524785	4	1.55625057220459	1	25806.3628113682	194911.50497531
DM_1013.16	waterway	ditch	De Moeren	0.0890842774800595	4	1.55666136741638	1	25760.3205208268	194893.537637005
DM_1013.2	waterway	ditch	De Moeren	0.126447213118904	4	1.55355000495911	1	26388.5253365972	195154.669125264
DM_1013.3	waterway	ditch	De Moeren	0.157676313998194	4	1.55398917198181	1	26347.8367357111	195126.612833243
DM_1013.4	waterway	ditch	De Moeren	0.180031179206881	4	1.55470633506775	1	26307.148134825	195098.556541221
DM_1013.5	waterway	ditch	De Moeren	0.198895376516035	4	1.55563628673553	1	26266.7857167823	195091.178358359
DM_1013.6	waterway	ditch	De Moeren	0.238962612634832	4	1.55942976474762	1	26220.7434262409	195073.211020054
DM_1013.7	waterway	ditch	De Moeren	0.269138959948271	4	1.56205034255981	1	26174.7011356995	195055.243681749
DM_1013.8	waterway	ditch	De Moeren	0.280686318930505	4	1.56376600265503	1	26128.6588451581	195037.276343444
DM_1013.9	waterway	ditch	De Moeren	0.277064706908443	4	1.56346356868744	1	26082.6165546167	195019.309005139
DM_1015.11	waterway	ditch	De Moeren	0.185009389036962	4	1.56026780605316	1	26003.3802142985	196323.655633217
DM_1015.12	waterway	ditch	De Moeren	0.172321637648261	4	1.5592679977417	1	26051.9651026629	196340.326969089
DM_1015.13	waterway	ditch	De Moeren	0.15229777624109	4	1.55861103534698	1	26100.8386992685	196356.075155509
DM_1015.14	waterway	ditch	De Moeren	0.144790989562366	4	1.55819094181061	1	26150.2649882695	196370.056098708
DM_1015.15	waterway	ditch	De Moeren	0.140755256212643	4	1.55788207054138	1	26199.6912772705	196384.037041907
DM_1015.16	waterway	ditch	De Moeren	0.124383649051766	4	1.5579891204834	1	26250.2224704367	196392.40304127
DM_1015.2	waterway	ditch	De Moeren	0.0435115744317494	4	1.55685067176819	1	26177.7181615683	195981.081129648
DM_1015.4	waterway	ditch	De Moeren	0.124120894160684	4	1.55515444278717	1	26117.8019443121	196064.529378339
DM_1015.5	waterway	ditch	De Moeren	0.151353098752744	4	1.55551409721375	1	26087.4194394607	196105.945899392
DM_1015.6	waterway	ditch	De Moeren	0.164780750933618	4	1.55672299861908	1	26057.0369346093	196147.362420444
DM_1015.7	waterway	ditch	De Moeren	0.173239162276227	4	1.55995357036591	1	26026.6544297579	196188.778941497
DM_1015.8	waterway	ditch	De Moeren	0.185525291644933	4	1.56129860877991	1	25996.2719249065	196230.19546255
DM_1015.9	waterway	ditch	De Moeren	0.193915336170353	4	1.56138074398041	1	25965.8894200551	196271.611983602
DM_1021	waterway	stream	De Moeren	0	4	1.55436599254608	1	27841.4501915661	195912.343953831
DM_1022.1	waterway	ditch	De Moeren	0	4	1.54003512859344	1	28529.8441724008	195858.443176484
DM_1022.2	waterway	ditch	De Moeren	0	4	1.54512882232666	1	28537.8570572678	195812.920465978
DM_1022.3	waterway	ditch	De Moeren	0	4	1.55222618579865	1	28549.2626481029	195768.122983311
DM_1022.4	waterway	ditch	De Moeren	0	4	1.55801057815552	1	28562.2427085106	195723.743738901
DM_1023.1	waterway	ditch	De Moeren	0	4	1.54946756362915	1	26757.7519399114	195006.318693163
DM_1023.2	waterway	ditch	De Moeren	0	4	1.5512843132019	1	26804.8321725551	195029.880356183
DM_1023.3	waterway	ditch	De Moeren	0	4	1.5522323846817	1	26854.3949052998	195048.266451149
DM_1023.4	waterway	ditch	De Moeren	0	4	1.55792891979218	1	26903.9576380444	195066.652546116
DM_1023.5	waterway	ditch	De Moeren	0	4	1.56366670131683	1	26953.5203707891	195085.038641083
DM_1024.1	waterway	ditch	De Moeren	0	4	1.5626984834671	1	27019.7740918139	195029.683333406
DM_1024.10	waterway	ditch	De Moeren	0.0920246958961982	4	1.56441724300385	1	27300.4550315032	194768.069569196
DM_1024.13	waterway	ditch	De Moeren	0.146241577609212	4	1.56359541416168	1	27408.7947520181	194746.022713527
DM_1024.14	waterway	ditch	De Moeren	0.146874400557435	4	1.56301140785217	1	27435.100980023	194702.157228828
DM_1024.2	waterway	ditch	De Moeren	0	4	1.56145358085632	1	27047.4223282489	194986.651096632
DM_1024.3	waterway	ditch	De Moeren	0.00395886021208232	4	1.56233406066895	1	27075.0728788532	194943.620348168
DM_1024.4	waterway	ditch	De Moeren	0.00927790880886037	4	1.56293284893036	1	27102.7593755418	194900.612717672
DM_1024.5	waterway	ditch	De Moeren	0.0136441554723841	4	1.56303930282593	1	27130.4458722303	194857.605087177
DM_1024.6	waterway	ditch	De Moeren	0.0180578723084336	4	1.56296861171722	1	27158.1323689188	194814.597456681
DM_1024.7	waterway	ditch	De Moeren	0.0234687394277338	4	1.56288266181946	1	27185.8188656073	194771.589826186
DM_1024.8	waterway	ditch	De Moeren	0.0313104283678845	4	1.56353342533112	1	27213.5053622958	194728.58219569
DM_1024.9	waterway	ditch	De Moeren	0.0568357583371589	4	1.56479024887085	1	27255.7119864389	194743.285334326
DM_1026.1	waterway	ditch	De Moeren	0	4	1.54992485046387	1	28645.2867375476	194721.937185963
DM_1026.2	waterway	ditch	De Moeren	0	4	1.55323553085327	1	28595.4275109743	194713.395172438
DM_1026.3	waterway	ditch	De Moeren	0	4	1.55682110786438	1	28545.6580317926	194704.332930135
DM_1027	waterway	ditch	De Moeren	0	4	1.54681694507599	1	28871.0369466297	195110.90104917
DM_1027.1	waterway	ditch	De Moeren	0	4	1.54342293739319	1	28885.5045646001	195064.200111495
DM_1027.10	waterway	ditch	De Moeren	0	4	1.54224610328674	1	28792.2595708148	194747.641535517
DM_1027.2	waterway	ditch	De Moeren	0	4	1.54054594039917	1	28899.9721825704	195017.49917382
DM_1027.3	waterway	ditch	De Moeren	0	4	1.53989410400391	1	28914.4398005408	194970.798236145
DM_1027.4	waterway	ditch	De Moeren	0	4	1.53963720798492	1	28925.3800693659	194923.254282747
DM_1027.5	waterway	ditch	De Moeren	0	4	1.5395405292511	1	28933.5922501414	194875.058332332
DM_1027.6	waterway	ditch	De Moeren	0	4	1.54034733772278	1	28941.804430917	194826.862381918
DM_1027.8	waterway	ditch	De Moeren	0	4	1.5416316986084	1	28887.6890919075	194767.858104487
DM_1027.9	waterway	ditch	De Moeren	0	4	1.54048192501068	1	28840.2983206912	194756.728232374
DM_1030.1	waterway	stream	De Moeren	0	4	1.53708827495575	1	29192.9553633024	195295.183982487
DM_1030.3	waterway	stream	De Moeren	0	4	1.5343976020813	1	29203.7254987991	195366.876547452
DM_1030.4	waterway	stream	De Moeren	0	4	1.53653252124786	1	29189.2209802092	195413.231943569
DM_1030.5	waterway	stream	De Moeren	0	4	1.53719878196716	1	29178.8463028982	195460.633448847
DM_1030.6	waterway	stream	De Moeren	0	4	1.53795886039734	1	29171.3225263338	195508.61611559
DM_1031	waterway	stream	De Moeren	0	4	1.5650155544281	1	28533.019263881	195285.722904094
DM_1031.1	waterway	stream	De Moeren	0	4	1.56335699558258	1	28582.870611059	195296.499018151
DM_1031.2	waterway	stream	De Moeren	0	4	1.56305694580078	1	28632.7219582369	195307.275132208
DM_1031.3	waterway	stream	De Moeren	0	4	1.56029033660889	1	28682.5733054148	195318.051246265
DM_1031.4	waterway	stream	De Moeren	0	4	1.55504047870636	1	28732.4246525927	195328.827360322
DM_1031.5	waterway	stream	De Moeren	0	4	1.55040812492371	1	28782.2759997706	195339.603474379
DM_1031.6	waterway	stream	De Moeren	0	4	1.54975044727325	1	28832.0351721092	195350.782399516
DM_1031.7	waterway	stream	De Moeren	0	4	1.54950726032257	1	28869.3089982167	195379.475021836
DM_1031.8	waterway	stream	De Moeren	0	4	1.54932403564453	1	28860.5643097951	195429.119506521
DM_1032.1	waterway	ditch	De Moeren	0.0963242052730129	4	1.55390191078186	1	26476.2310110946	195423.39004481
DM_1032.2	waterway	ditch	De Moeren	0.0801897605921987	4	1.55406713485718	1	26515.4791070426	195410.101230292
DM_1032.3	waterway	ditch	De Moeren	0.0556281038389791	4	1.55404889583588	1	26538.5038915456	195363.012919321
DM_1034.1	waterway	ditch	De Moeren	0.000206139481847494	4	1.56572568416595	1	26848.2503119006	195296.648945729
DM_1034.2	waterway	ditch	De Moeren	0	4	1.5657194852829	1	26877.1506286252	195251.667333026
DM_1034.3	waterway	ditch	De Moeren	0	4	1.56530094146729	1	26906.0509453499	195206.685720323
DM_1034.4	waterway	ditch	De Moeren	0	4	1.5648512840271	1	26934.9512620745	195161.704107621
DM_1035	waterway	stream	De Moeren	0.138421659409417	4	1.56149399280548	1	27673.3344509908	194746.18574289
DM_1035.1	waterway	stream	De Moeren	0.137205538376343	4	1.56175744533539	1	27628.8251002511	194723.962780764
DM_1035.2	waterway	stream	De Moeren	0.145022114938448	4	1.562136054039	1	27584.3157495114	194701.739818639
DM_1037	waterway	stream	De Moeren	0.0996631720557984	4	1.54692149162292	1	27841.6727614118	194828.841247439
DM_1037.1	waterway	stream	De Moeren	0.0641069553957308	4	1.5423983335495	1	27887.6810243593	194852.38704022
DM_1037.2	waterway	stream	De Moeren	0.0386176098567813	4	1.5410281419754	1	27919.895707584	194882.56778207
DM_1037.3	waterway	stream	De Moeren	0.0186888533209737	4	1.53940057754517	1	27958.0108461854	194910.722155539
DM_1038.1	waterway	ditch	De Moeren	0	4	1.55931317806244	1	27613.6382784311	194182.021254564
DM_1038.2	waterway	ditch	De Moeren	0	4	1.56053102016449	1	27656.1419183787	194205.495430984
DM_1039	waterway	stream	De Moeren	0.0577574575732306	4	1.52913880348206	1	26370.3014341225	193964.2252483
DM_1039.1	waterway	stream	De Moeren	0.0537104835936883	4	1.52081453800201	1	26352.4791105247	194010.422390591
DM_1039.2	waterway	stream	De Moeren	0.0503894923805264	4	1.51529908180237	1	26334.6567869269	194056.619532882
DM_1039.3	waterway	stream	De Moeren	0.0411770751055086	4	1.5158783197403	1	26316.8344633291	194102.816675174
DM_104.1	highway	unclassified	De Moeren	0	4	1.51778876781464	0	26933.479738934	188372.514825677
DM_104.1.1	highway	unclassified	De Moeren	0	4	1.51545810699463	0	26935.8668706406	188416.817114342
DM_104.1.2	highway	unclassified	De Moeren	0	4	1.51290905475616	0	26920.3119466625	188462.080591516
DM_104.1.3	highway	unclassified	De Moeren	0	4	1.51256203651428	0	26904.7570226844	188507.34406869
DM_104.2	highway	unclassified	De Moeren	0	4	1.51651012897491	0	26878.073966347	188592.408503489
DM_104.2.1	highway	unclassified	De Moeren	0	4	1.5216760635376	0	26871.7850559898	188642.479274786
DM_104.2.10	highway	unclassified	De Moeren	0	4	1.55238223075867	0	27152.4507277022	188892.333105901
DM_104.2.11	highway	unclassified	De Moeren	0	4	1.55285453796387	0	27199.3330991263	188910.657799547
DM_104.2.12	highway	unclassified	De Moeren	0	4	1.55386567115784	0	27249.6105467696	188913.378436371
DM_104.2.13	highway	unclassified	De Moeren	0	4	1.5544239282608	0	27299.1718101959	188922.419467284
DM_104.2.14	highway	unclassified	De Moeren	0	4	1.55514478683472	0	27348.2297591799	188934.257803143
DM_104.2.15	highway	unclassified	De Moeren	0	4	1.55606520175934	0	27396.6776007279	188948.336203876
DM_104.2.16	highway	unclassified	De Moeren	0	4	1.55693554878235	0	27441.7578932517	188969.943208543
DM_104.2.17	highway	unclassified	De Moeren	0	4	1.55822062492371	0	27479.3955659381	189003.495758901
DM_104.2.18	highway	unclassified	De Moeren	0	4	1.558629155159	0	27516.160239733	189038.049436539
DM_104.2.19	highway	unclassified	De Moeren	0	4	1.55986070632935	0	27536.3008053631	189083.773146595
DM_104.2.2	highway	unclassified	De Moeren	0	4	1.52675807476044	0	26867.0422898148	188692.72203421
DM_104.2.20	highway	unclassified	De Moeren	0	4	1.56220841407776	0	27575.9934714051	189112.965528907
DM_104.2.21	highway	unclassified	De Moeren	0	4	1.56062984466553	0	27618.8133825968	189139.536622254
DM_104.2.23	highway	unclassified	De Moeren	0	4	1.54981780052185	0	27691.3560483627	189209.637462554
DM_104.2.3	highway	unclassified	De Moeren	0	4	1.53119504451752	0	26861.7164505232	188742.905067416
DM_104.2.4	highway	unclassified	De Moeren	0	4	1.53436207771301	0	26870.4411189094	188786.801450952
DM_104.2.5	highway	unclassified	De Moeren	0	4	1.53535437583923	0	26918.8526444455	188801.054622555
DM_104.2.6	highway	unclassified	De Moeren	0	4	1.53479599952698	0	26967.1056993305	188815.831201578
DM_104.2.7	highway	unclassified	De Moeren	0	4	1.53859996795654	0	27013.6314339131	188835.0773871
DM_104.2.8	highway	unclassified	De Moeren	0	4	1.54518747329712	0	27056.5857467229	188861.433328861
DM_104.2.9	highway	unclassified	De Moeren	0	4	1.55096888542175	0	27104.8389521321	188875.846443562
DM_104.3	highway	unclassified	De Moeren	0	4	1.5421701669693	0	26793.2207525127	188162.787836903
DM_104.5	highway	unclassified	De Moeren	0	4	1.54028761386871	0	26848.6244200801	188237.715957926
DM_104.6	highway	unclassified	De Moeren	0	4	1.53123939037323	0	26861.9179678251	188282.554312963
DM_105	highway	unclassified	De Moeren	0.00547349523237829	4	1.51840567588806	0	27840.7837899823	189676.836286086
DM_105.1	highway	unclassified	De Moeren	0.00831361458965529	4	1.522820353508	0	27854.3830656496	189729.623378935
DM_105.2	highway	unclassified	De Moeren	0.0107035905072277	4	1.52797961235046	0	27869.9995359802	189781.879212205
DM_1051	waterway	stream	De Moeren	0.0660396125532694	4	1.56095767021179	1	25616.314710133	191917.948224236
DM_1051.1	waterway	stream	De Moeren	0.0480915735466495	4	1.56393480300903	1	25666.7963126385	191922.214520781
DM_1051.10	waterway	stream	De Moeren	0	4	1.5650463104248	1	25963.5404873669	192036.179000784
DM_1051.11	waterway	stream	De Moeren	0.00126057019872505	4	1.56369006633759	1	25945.490365022	192083.515947888
DM_1051.12	waterway	stream	De Moeren	0.00809738290445941	4	1.56087279319763	1	25927.4402426771	192130.852894991
DM_1051.13	waterway	stream	De Moeren	0.011979029713681	4	1.55173683166504	1	25909.3901203322	192178.189842095
DM_1051.14	waterway	stream	De Moeren	0.0151756656515574	4	1.53588771820068	1	25891.3399979873	192225.526789198
DM_1051.15	waterway	stream	De Moeren	0.0294463164794031	4	1.5224472284317	1	25873.2898756424	192272.863736302
DM_1051.2	waterway	stream	De Moeren	0.0276071696808394	4	1.56529545783997	1	25717.3822810538	191922.631529114
DM_1051.3	waterway	stream	De Moeren	0.0122777106337033	4	1.5657125711441	1	25767.9269477857	191919.192031666
DM_1051.4	waterway	stream	De Moeren	0.00214332876189269	4	1.56595861911774	1	25818.4729670661	191915.77247823
DM_1051.5	waterway	stream	De Moeren	0	4	1.56609177589417	1	25868.2606404194	191906.931426473
DM_1051.6	waterway	stream	De Moeren	0	4	1.56601095199585	1	25918.4176265322	191900.050476384
DM_1051.7	waterway	stream	De Moeren	0	4	1.56572782993317	1	25966.277385457	191912.962955968
DM_1051.8	waterway	stream	De Moeren	0	4	1.56546139717102	1	25999.6407320567	191941.505106578
DM_1051.9	waterway	stream	De Moeren	0	4	1.56533443927765	1	25981.5906097118	191988.842053681
DM_1053.1	waterway	ditch	De Moeren	0.0293729005959304	4	1.53122806549072	1	25508.7250081105	192129.193606753
DM_1053.2	waterway	ditch	De Moeren	0.0332120081904177	4	1.54262816905975	1	25527.0059741395	192082.320350587
DM_1053.3	waterway	ditch	De Moeren	0.0323022754087988	4	1.55217564105988	1	25545.2869401686	192035.447094421
DM_1053.4	waterway	ditch	De Moeren	0.0393736160158999	4	1.55734956264496	1	25563.5679061976	191988.573838255
DM_1058.1	waterway	stream	De Moeren	0.103077325936343	3	1.48913383483887	1	25789.2041444943	192459.032281456
DM_1058.1.1	waterway	stream	De Moeren	0.0727829092690033	3	1.49153780937195	1	25805.9348380685	192415.942706696
DM_1058.10	waterway	stream	De Moeren	0.290379588819501	3	1.50725102424622	1	25718.9338514786	192640.012049622
DM_1058.11	waterway	stream	De Moeren	0.242597034088973	3	1.49628448486328	1	25736.31499105	192595.247263891
DM_1058.12	waterway	stream	De Moeren	0.192938889840476	3	1.49487483501434	1	25753.6961306214	192550.48247816
DM_1058.2	waterway	stream	De Moeren	0.395797206370477	4	1.56675970554352	1	25579.8847349072	192998.130335469
DM_1058.3	waterway	stream	De Moeren	0.446450631282567	4	1.56646168231964	1	25597.2658744786	192953.365549738
DM_1058.4	waterway	stream	De Moeren	0.482354502703864	4	1.56561231613159	1	25614.64701405	192908.600764007
DM_1058.5	waterway	stream	De Moeren	0.494541229378385	4	1.5637663602829	1	25632.0281536214	192863.835978277
DM_1058.6	waterway	stream	De Moeren	0.486196718407934	4	1.5599000453949	1	25649.4092931929	192819.071192546
DM_1058.7	waterway	stream	De Moeren	0.449619231832733	4	1.54670798778534	1	25666.7904327643	192774.306406815
DM_1058.8	waterway	stream	De Moeren	0.397316536537616	4	1.53780043125153	1	25684.1715723357	192729.541621084
DM_1058.9	waterway	stream	De Moeren	0.343927671233288	4	1.52228999137878	1	25701.5527119071	192684.776835353
DM_106	highway	unclassified	De Moeren	0	3	1.50600898265839	0	27306.6587362684	190601.163363695
DM_106.1	highway	unclassified	De Moeren	0	3	1.50573563575745	0	27320.7693881344	190551.17589813
DM_106.2	highway	unclassified	De Moeren	0	4	1.51324164867401	0	27368.8150879713	190548.140164222
DM_106.3	highway	unclassified	De Moeren	8.64958963444608e-05	4	1.51631295681	0	27420.4632865128	190555.608508729
DM_106.4	highway	unclassified	De Moeren	0.00359901213460982	4	1.51724922657013	0	27472.1114850542	190563.076853235
DM_106.5	highway	unclassified	De Moeren	0.00960274839406081	4	1.51620161533356	0	27523.7602099403	190570.541548829
DM_106.6	highway	unclassified	De Moeren	0.0123495865990902	4	1.51617574691772	0	27575.413565787	190577.974140033
DM_106.7	highway	unclassified	De Moeren	0.0114920495837712	4	1.5122537612915	0	27627.0669216338	190585.406731238
DM_106.8	highway	unclassified	De Moeren	0.00886287241349491	3	1.50993883609772	0	27678.7219680166	190592.826899229
DM_1064.6	waterway	stream	De Moeren	0.0510612789190784	4	1.56714129447937	1	24293.2169584302	192587.620031443
DM_1064.7	waterway	stream	De Moeren	0.0466847783594178	4	1.56719624996185	1	24340.1886912882	192605.799981758
DM_1064.8	waterway	stream	De Moeren	0.0382078274475926	4	1.56727027893066	1	24387.1604241462	192623.979932073
DM_1067.2	waterway	ditch	De Moeren	0.0713331674521124	4	1.54608905315399	1	24490.7485359595	191354.327489473
DM_1069	waterway	ditch	De Moeren	0.218703624109024	3	1.48206567764282	1	24626.2653101416	191745.905842617
DM_1069.1	waterway	ditch	De Moeren	0.210079179709686	3	1.47708666324615	1	24590.6371205315	191725.358751603
DM_1069.2	waterway	ditch	De Moeren	0.23924926456048	3	1.48331367969513	1	24608.7320884659	191682.472316009
DM_1069.4	waterway	ditch	De Moeren	0.230043069784794	3	1.48665177822113	1	24557.6080317888	191633.85893556
DM_1069.5	waterway	ditch	De Moeren	0.18536832382718	3	1.49115121364594	1	24514.1568313296	191617.165601526
DM_107	highway	unclassified	De Moeren	0	4	1.52650654315948	0	25049.0956271587	190500.457019995
DM_107.1	highway	unclassified	De Moeren	0	4	1.52366709709167	0	25438.9854894003	190377.277905863
DM_107.1.1	highway	unclassified	De Moeren	0	4	1.52632832527161	0	25485.0479493291	190363.2365216
DM_107.1.2	highway	unclassified	De Moeren	0	4	1.53035819530487	0	25531.0619477334	190349.039322874
DM_107.1.3	highway	unclassified	De Moeren	0	4	1.53326177597046	0	25576.9627654693	190334.4782234
DM_107.1.4	highway	unclassified	De Moeren	0	4	1.53489232063293	0	25622.8635832053	190319.917123926
DM_107.1.5	highway	unclassified	De Moeren	0	4	1.53674399852753	0	25669.464606055	190307.809390137
DM_107.1.6	highway	unclassified	De Moeren	0	4	1.53698921203613	0	25716.1014459136	190295.820556489
DM_107.1.7	highway	unclassified	De Moeren	0	4	1.53884518146515	0	25759.9817890517	190276.285873762
DM_107.1.8	highway	unclassified	De Moeren	0	4	1.53839790821075	0	25803.8206617525	190256.557955788
DM_107.2	highway	unclassified	De Moeren	0	4	1.52248299121857	0	25090.9925473187	190484.471239296
DM_107.3	highway	unclassified	De Moeren	0	4	1.52278912067413	0	25999.6074152419	190221.824843068
DM_107.4	highway	unclassified	De Moeren	0	4	1.52007007598877	0	25134.4116874008	190472.578238466
DM_1070	waterway	ditch	De Moeren	0.226484457415071	3	1.48646724224091	1	24694.1931378109	191776.128478975
DM_1070.1	waterway	ditch	De Moeren	0.224499832281123	3	1.49180567264557	1	24736.5675145171	191793.242607741
DM_1070.2	waterway	ditch	De Moeren	0.216273924120768	3	1.50092196464539	1	24778.9418912232	191810.356736508
DM_1075.1	highway	track	De Moeren	0.114911223830831	4	1.55543208122253	1	26130.1236161754	196493.129899254
DM_1076.4	highway	track	De Moeren	0.117521820740439	4	1.55619025230408	1	26160.6554170805	196464.827964706
DM_108	highway	unclassified	De Moeren	0	3	1.4792046546936	0	26128.0491089336	190210.735253662
DM_109.1	highway	unclassified	De Moeren	0	4	1.52385914325714	0	25027.0864022469	190441.056401749
DM_109.10	highway	unclassified	De Moeren	0.00104563018229571	4	1.52715480327606	0	24984.1355668737	190006.877079796
DM_109.11	highway	unclassified	De Moeren	0.00493419097091488	4	1.53568243980408	0	24968.6532567524	189960.327077958
DM_109.12	highway	unclassified	De Moeren	0.0179567307249656	4	1.54307579994202	0	24957.3100172779	189912.578336154
DM_109.13	highway	unclassified	De Moeren	0.0417193628548078	4	1.54719364643097	0	24947.9746056232	189864.409056541
DM_109.14	highway	unclassified	De Moeren	0.0626762170485512	4	1.54611682891846	0	24942.7009995308	189815.613010131
DM_109.2	highway	unclassified	De Moeren	0	4	1.51977872848511	0	25031.7689278991	190392.200091818
DM_109.3	highway	unclassified	De Moeren	0	4	1.51614081859589	0	25035.5233635167	190343.264527641
DM_109.4	highway	unclassified	De Moeren	0	4	1.51572012901306	0	25034.884829912	190294.222964099
DM_109.5	highway	unclassified	De Moeren	0	4	1.51812434196472	0	25033.7148766287	190245.156920542
DM_109.6	highway	unclassified	De Moeren	0	4	1.52262651920319	0	25031.8272796376	190196.121605227
DM_109.7	highway	unclassified	De Moeren	0	4	1.52743422985077	0	25028.2327116714	190147.217327913
DM_109.8	highway	unclassified	De Moeren	0	4	1.52751338481903	0	25015.4105643487	190099.918782121
DM_109.9	highway	unclassified	De Moeren	0	4	1.52828431129456	0	25000.126477176	190053.27908073
DM_110	highway	unclassified	De Moeren	0.0719870874593082	4	1.54698824882507	0	24926.5930701438	189704.887573058
DM_110.1	highway	unclassified	De Moeren	0.0664205540416334	4	1.5425032377243	0	24829.6488382914	189510.555093427
DM_110.1.1	highway	unclassified	De Moeren	0.0615692598424994	4	1.54512298107147	0	24811.8673626704	189462.560630002
DM_110.1.2	highway	unclassified	De Moeren	0.0361562545506068	4	1.5418986082077	0	24791.2523872137	189415.808709235
DM_110.1.3	highway	unclassified	De Moeren	0.013334840206111	4	1.53821969032288	0	24767.6059920195	189370.413633434
DM_110.1.4	highway	unclassified	De Moeren	0	4	1.53712034225464	0	24742.7086368634	189325.695305283
DM_110.2	highway	unclassified	De Moeren	0.0689133204583117	4	1.54743993282318	0	24896.8209237094	189661.321826443
DM_110.3	highway	unclassified	De Moeren	0.0671135934881894	4	1.54551982879639	0	24873.7615155298	189613.954712238
DM_1114	highway	cycleway	De Moeren	0	3	1.46775329113007	0	30316.9680499833	191113.876635257
DM_1114.1	highway	cycleway	De Moeren	0	3	1.50702857971191	0	30430.6022154761	191153.465840142
DM_1114.1.1	highway	cycleway	De Moeren	0	4	1.52292740345001	0	30481.9591319616	191180.469255613
