pointid	key	value	Naam	tar_group	cvvi	area_prop_sb	openheid_klasse	openheid_waarde	is_sbp	in_sample	sample_order	batch	X	Y
Zn_100465.1	highway	track	Zandleemstreek	4	0.3213389959968	0	4	1.52347540855408	1	1	514	eerste set	43774.5631647239	163864.891610961
Zn_100478	highway	unclassified	Zandleemstreek	2	0.589397427786179	0	4	1.51209330558777	0	1	376	eerste set	56497.9966637849	166894.041353609
Zn_100478.2	highway	unclassified	Zandleemstreek	2	0.5692290786229	0	4	1.51889252662659	0	1	163	eerste set	56719.350391375	166550.088121084
Zn_100478.2.11	highway	unclassified	Zandleemstreek	2	0.680681784260169	0	4	1.54708528518677	0	1	519	eerste set	56838.6200015133	166036.37912332
Zn_10059.1	highway	track	Zandleemstreek	1	0.528215084988706	0	3	1.3602432012558	0	1	1662	eerste set	135468.300625113	182759.698285393
Zn_100591.6	highway	unclassified	Zandleemstreek	2	0.746153664006593	0	4	1.52426850795746	0	1	313	eerste set	101779.939589979	174674.33795269
Zn_100637.4	highway	track	Zandleemstreek	3	0.581947179401237	0.0144714835799642	3	1.39380550384521	1	1	142	eerste set	188674.479952558	180110.744481799
Zn_100654.5	highway	track	Zandleemstreek	1	0.366040486306453	0	3	1.41913223266602	0	1	1881	eerste set	185442.685524959	169929.429547038
Zn_100692.4	highway	track	Zandleemstreek	3	0.423986862633716	0.124724141338906	3	1.44843876361847	1	1	474	eerste set	195765.032164205	169405.36984028
Zn_10080.3	highway	unclassified	Zandleemstreek	1	0.453486836036666	0	3	1.4674106836319	0	1	657	eerste set	210442.691709747	175396.516318887
Zn_10081.1	highway	unclassified	Zandleemstreek	1	0.577281367281416	0	3	1.50472187995911	0	1	556	eerste set	208968.796197241	175862.295629551
Zn_100838.2	highway	unclassified	Zandleemstreek	2	0.723577153749214	0	4	1.5433269739151	0	1	61	eerste set	205273.275126804	178679.48320253
Zn_100839.2	highway	unclassified	Zandleemstreek	1	0.538374514604429	0	3	1.42320847511292	0	1	1365	eerste set	204071.499702822	180248.641528334
Zn_100845.1.1	highway	unclassified	Zandleemstreek	1	0.574647441084592	0	3	1.48504018783569	0	1	2178	eerste set	204397.333549369	178912.571457479
Zn_100926	highway	unclassified	Zandleemstreek	1	0.332928271262284	0	3	1.35873544216156	0	1	376	eerste set	126779.941497309	175308.750256063
Zn_10107.2.2	highway	unclassified	Zandleemstreek	2	0.485319715499631	0	4	1.52124536037445	0	1	365	eerste set	41879.0215772392	170289.360418255
Zn_10109.1.7	highway	unclassified	Zandleemstreek	4	0.685573361482636	0	4	1.53966057300568	1	1	260	eerste set	41522.8474991219	170508.642663945
Zn_10109.3	highway	unclassified	Zandleemstreek	1	0.633948408027419	0	3	1.50717329978943	0	1	709	eerste set	41671.1595958889	169811.933863246
Zn_101166.10	highway	track	Zandleemstreek	1	0.507670460654429	0	3	1.43748676776886	0	1	285	eerste set	111705.95407582	184029.604934119
Zn_101168.5	highway	track	Zandleemstreek	1	0.55748929328912	0	3	1.44974672794342	0	1	1310	eerste set	140634.031429874	179100.546989251
Zn_101214.3	highway	track	Zandleemstreek	1	0.429405225095515	0	3	1.36329162120819	0	1	1683	eerste set	218530.681216458	175163.245704346
Zn_101271.5	highway	path	Zandleemstreek	1	0.556435722810383	0	3	1.38417720794678	0	1	1154	eerste set	165420.265049768	179537.899833701
Zn_101281.2	highway	track	Zandleemstreek	1	0.319006089936896	0	3	1.35548794269562	0	1	1757	eerste set	117850.38956444	181050.114216487
Zn_101430.7	highway	track	Zandleemstreek	2	0.543491856929445	0	4	1.54351580142975	0	1	501	eerste set	112985.322697209	178223.023806176
Zn_101443.1	highway	path	Zandleemstreek	1	0.326080063150867	0	3	1.43594801425934	0	1	2989	eerste set	143066.053418051	165237.937531657
Zn_101533.2	highway	track	Zandleemstreek	3	0.306438499226883	0.00705198976575719	3	1.3954666852951	1	1	209	eerste set	192792.837950395	169466.61420078
Zn_10161.5	highway	track	Zandleemstreek	1	0.232763820753693	0	3	1.42410290241241	0	1	2683	eerste set	134034.998749898	177355.33165851
Zn_10170.3	highway	track	Zandleemstreek	1	0.607533891026233	0	3	1.50836515426636	0	1	687	eerste set	171507.540163157	178870.312122858
Zn_10174.2	highway	path	Zandleemstreek	1	0.307191049568841	0	3	1.37283873558044	0	1	2744	eerste set	138875.282960822	183085.978353101
Zn_101807	highway	track	Zandleemstreek	4	0.612575978317109	0.0213544580413694	4	1.56018757820129	1	1	214	eerste set	192113.370833665	168577.682989289
Zn_102.10	highway	track	Zandleemstreek	4	0.505488064662906	0.0228657042346003	4	1.54235088825226	1	1	5	eerste set	166676.004086333	170629.392893372
Zn_102012.2	highway	track	Zandleemstreek	1	0.479675587935294	0	3	1.43454897403717	0	1	1598	eerste set	119737.254841684	182573.780569066
Zn_102127.6	highway	unclassified	Zandleemstreek	1	0.521592641979809	0	3	1.47614967823029	0	1	1420	eerste set	48154.2603015934	175071.643400887
Zn_10215.1.3	highway	unclassified	Zandleemstreek	1	0.379586392460833	0	3	1.44965088367462	0	1	630	eerste set	72803.6496495753	165636.044913247
Zn_10215.2.2	highway	unclassified	Zandleemstreek	2	0.476590131533436	0	4	1.53832221031189	0	1	775	eerste set	73164.2105715042	165125.35243585
Zn_102176.2	highway	cycleway	Zandleemstreek	3	0.269939807644189	0.0513269593368857	3	1.36734235286713	1	1	282	eerste set	199547.702888641	170235.128320135
Zn_10221.3.3	highway	unclassified	Zandleemstreek	1	0.402614432923376	0	3	1.49576854705811	0	1	1810	eerste set	73161.2344700145	165510.942727834
Zn_10221.5	highway	unclassified	Zandleemstreek	1	0.490437057824643	0	3	1.49071049690247	0	1	2646	eerste set	72765.2797993463	165170.912568859
Zn_102216.1	highway	path	Zandleemstreek	1	0.332250975954519	0	3	1.50390696525574	0	1	839	eerste set	142212.143650936	155018.770452568
Zn_102359.2	highway	track	Zandleemstreek	1	0.408559580624587	0	3	1.46730315685272	0	1	25	eerste set	187593.432304438	174027.618369335
Zn_102363.3	highway	unclassified	Zandleemstreek	1	0.404571063812399	0	3	1.44015491008759	0	1	131	eerste set	187476.44026843	174310.155165147
Zn_102457.1.6	highway	cycleway	Zandleemstreek	1	0.568326018212616	0	3	1.45860350131989	0	1	1792	eerste set	73383.3625751647	174167.645972195
Zn_102474.2.3	highway	cycleway	Zandleemstreek	1	0.526333709133861	0	3	1.46269881725311	0	1	1014	eerste set	74273.0895093344	173726.543588388
Zn_102569.4	highway	track	Zandleemstreek	1	0.156831491254642	0	3	1.35401487350464	0	1	1176	eerste set	211835.202248539	174849.354311933
Zn_102611.3	highway	track	Zandleemstreek	1	0.554403836887171	0	3	1.45991969108582	0	1	1866	eerste set	156816.197523261	181357.335808954
Zn_102617.3	highway	track	Zandleemstreek	3	0.251050794062143	0	3	1.35068583488464	1	1	666	eerste set	100602.140655212	168067.360480455
Zn_102627	highway	track	Zandleemstreek	1	0.536342628681336	0	3	1.46633076667786	0	1	1782	eerste set	98068.7667797274	167262.553568414
Zn_10269.3	highway	track	Zandleemstreek	1	0.482460024200416	0	3	1.36320853233337	0	1	670	eerste set	136911.167327828	182225.218652301
Zn_102903.3	highway	unclassified	Zandleemstreek	2	0.590902528469982	0	4	1.52819049358368	0	1	813	eerste set	59084.8441320325	189026.203821751
Zn_102940	highway	track	Zandleemstreek	1	0.577507132383976	0	3	1.42831206321716	0	1	700	eerste set	118323.257879611	183128.014405813
Zn_102963.1.2	highway	unclassified	Zandleemstreek	3	0.586838756623678	0	3	1.47496569156647	1	1	7	eerste set	91624.7637802838	175228.944865274
Zn_102963.1.4	highway	unclassified	Zandleemstreek	4	0.377178231366757	0	4	1.51570749282837	1	1	450	eerste set	91695.8107026633	175159.14753787
Zn_102963.3.1	highway	unclassified	Zandleemstreek	3	0.323220371851616	0	3	1.48858380317688	1	1	432	eerste set	91987.7820864752	175091.065600066
Zn_103164.8	highway	track	Zandleemstreek	1	0.566218877255133	0	3	1.43681013584137	0	1	357	eerste set	149446.206660961	181304.544585434
Zn_103512.8	highway	track	Zandleemstreek	1	0.323069861783246	0	3	1.36657965183258	0	1	2883	eerste set	188083.432762972	171316.505022457
Zn_103730	highway	track	Zandleemstreek	2	0.418944775342928	0	4	1.51520586013794	0	1	380	eerste set	215564.711814722	171784.847362911
Zn_103734	highway	track	Zandleemstreek	1	0.529419165535749	0	3	1.36756229400635	0	1	2856	eerste set	216995.428097438	172813.793925144
Zn_103840.1	highway	unclassified	Zandleemstreek	4	0.44024195001906	0.00192748305148177	4	1.51967096328735	1	1	503	eerste set	93787.1622035846	176506.143036878
Zn_103918	highway	unclassified	Zandleemstreek	1	0.240439834241172	0	3	1.3966600894928	0	1	1734	eerste set	218858.071316867	171873.400115951
Zn_104008	highway	path	Zandleemstreek	1	0.322994606749074	0	3	1.39606189727783	0	1	1645	eerste set	213846.848946482	174463.330832735
Zn_104015.4	highway	track	Zandleemstreek	1	0.497360520970294	0	3	1.50562846660614	0	1	2474	eerste set	212617.551928295	176504.223644079
Zn_104164	highway	path	Zandleemstreek	1	0.305986969021792	0	3	1.42197227478027	0	1	927	eerste set	117772.726507423	161881.305093039
Zn_10447.3	highway	track	Zandleemstreek	1	0.568326018212614	0	3	1.39166128635406	0	1	201	eerste set	208701.787428804	173808.955890475
Zn_104539.3	highway	tertiary	Zandleemstreek	2	0.582925494845752	0	4	1.51136887073517	0	1	397	eerste set	69596.8998298469	172730.559615681
Zn_104746	highway	path	Zandleemstreek	1	0.340303264613012	0	3	1.42639136314392	0	1	857	eerste set	120293.919507766	167857.155769975
Zn_104748.1	highway	track	Zandleemstreek	1	0.610393582325502	0	3	1.47877764701843	0	1	644	eerste set	120421.040689612	167500.076395495
Zn_104821.4	highway	unclassified	Zandleemstreek	4	0.718083536253282	0	4	1.51346147060394	1	1	275	eerste set	44656.2126344583	167101.101726038
Zn_104873.3	highway	track	Zandleemstreek	1	0.303277787790885	0	3	1.39273905754089	0	1	860	eerste set	221367.521826154	176149.013866012
Zn_104898	highway	cycleway	Zandleemstreek	1	0.436855473480487	0	3	1.39389407634735	0	1	1992	eerste set	242868.757196176	179063.067238393
Zn_104902.2	highway	path	Zandleemstreek	3	0.284238264140495	0	3	1.39415860176086	1	1	165	eerste set	33404.0377349329	183330.317459017
Zn_104933.6	highway	track	Zandleemstreek	2	0.652310636370041	0	4	1.5202831029892	0	1	570	eerste set	215040.869496415	173628.23611679
Zn_104948.2	highway	track	Zandleemstreek	1	0.65991139482346	0	3	1.4757080078125	0	1	1723	eerste set	216396.12205366	172184.230673204
Zn_105.12	highway	track	Zandleemstreek	4	0.553726541579471	0.138827085265555	4	1.53559386730194	1	1	284	eerste set	167643.330557633	170930.961320703
Zn_105007.2	highway	track	Zandleemstreek	1	0.310953801278412	0	3	1.40562880039215	0	1	2030	eerste set	216874.398845702	175138.316929087
Zn_105096	highway	path	Zandleemstreek	1	0.354601721109332	0	3	1.35442042350769	0	1	1024	eerste set	121995.478608285	176837.774131622
Zn_105102	highway	path	Zandleemstreek	1	0.196641404341834	0	3	1.38461637496948	0	1	102	eerste set	122083.953464046	175637.386890873
Zn_105266	highway	footway	Zandleemstreek	1	0.121386370150553	0	3	1.41276919841766	0	1	1862	eerste set	99146.5716588223	169944.233142714
Zn_105382.3	highway	unclassified	Zandleemstreek	1	0.604824709795342	0	3	1.49448668956757	0	1	618	eerste set	235630.536469789	174232.601975803
Zn_105394	highway	track	Zandleemstreek	1	0.418267480035159	0	3	1.46264159679413	0	1	1009	eerste set	212970.141667917	177279.639653704
Zn_105401.1	highway	unclassified	Zandleemstreek	1	0.503380923705515	0	3	1.43649339675903	0	1	851	eerste set	218356.711488003	174682.905015306
Zn_105404.4	highway	track	Zandleemstreek	1	0.415859318941047	0	3	1.4446052312851	0	1	1614	eerste set	214942.212834049	175189.318256879
Zn_105405.1	highway	track	Zandleemstreek	1	0.443553171523428	0	3	1.46787261962891	0	1	2200	eerste set	213281.118812697	173690.696688779
Zn_105525	highway	unclassified	Zandleemstreek	4	0.49570491021809	0.127779960702196	4	1.51352262496948	1	1	464	eerste set	200635.447326184	181326.433621536
Zn_105654.1	highway	unclassified	Zandleemstreek	3	0.371082573597287	0.00818117343565382	3	1.42827892303467	1	1	286	eerste set	249916.578762511	197891.278016185
Zn_105896.10	highway	track	Zandleemstreek	1	0.547104098570671	0	3	1.5051144361496	0	1	1352	eerste set	214728.906019253	171967.572810215
Zn_10595.9	highway	track	Zandleemstreek	4	0.7516472815025	0	4	1.51258087158203	1	1	32	eerste set	127821.710394673	189218.603663366
Zn_105953.1	highway	track	Zandleemstreek	1	0.293419378311836	0	3	1.44475340843201	0	1	1171	eerste set	214723.804148497	173179.218932366
Zn_105956.8	highway	track	Zandleemstreek	1	0.400733057068581	0	3	1.46129131317139	0	1	698	eerste set	215072.36610435	172409.207368391
Zn_106063	highway	track	Zandleemstreek	1	0.477116916772749	0	3	1.48733127117157	0	1	150	eerste set	214094.113621695	175612.354587392
Zn_106077.2	highway	track	Zandleemstreek	1	0.416085084043621	0	3	1.48817491531372	0	1	1485	eerste set	209422.040614924	177927.063648978
Zn_106080.4	highway	track	Zandleemstreek	1	0.488104151764747	0	3	1.47522866725922	0	1	1061	eerste set	210057.334088689	178206.054136008
Zn_106089.3	highway	unclassified	Zandleemstreek	1	0.469741923422039	0	3	1.44604873657227	0	1	1946	eerste set	207889.257238754	178296.839797279
Zn_106092	highway	track	Zandleemstreek	1	0.331046895407421	0	3	1.39653444290161	0	1	2362	eerste set	208698.732126393	179693.043038275
Zn_106126	highway	path	Zandleemstreek	1	0.329466539689434	0	3	1.39775359630585	0	1	1813	eerste set	210711.397178932	169580.708041878
Zn_106127.4	highway	track	Zandleemstreek	1	0.35558003655385	0	3	1.47092604637146	0	1	811	eerste set	211412.159629169	173475.029141929
Zn_106139.2	highway	track	Zandleemstreek	1	0.21319751186394	0	3	1.4621330499649	0	1	2919	eerste set	210935.423921135	174297.743624355
Zn_106162.2	highway	track	Zandleemstreek	1	0.328262459142389	0	3	1.43532943725586	0	1	2375	eerste set	211337.981068958	176002.775751127
Zn_106192.1	highway	track	Zandleemstreek	1	0.299138760910393	0	3	1.43874216079712	0	1	453	eerste set	211223.355020303	175080.436082472
Zn_106197.5	highway	track	Zandleemstreek	1	0.318629814765941	0	3	1.4591166973114	0	1	2432	eerste set	211420.89253854	175466.433518467
Zn_106247.5	highway	track	Zandleemstreek	1	0.395013674470142	0	3	1.40273678302765	0	1	1126	eerste set	183425.569107534	182421.596650556
Zn_106261.3	highway	track	Zandleemstreek	1	0.463345245515778	0	3	1.43982720375061	0	1	1444	eerste set	217681.752881986	173528.562861463
Zn_106491.9	highway	track	Zandleemstreek	3	0.488028896730551	0.158422268554495	3	1.45211589336395	1	1	175	eerste set	200581.78295794	178857.912780831
Zn_106493	highway	track	Zandleemstreek	1	0.323972922193483	0	3	1.46958553791046	0	1	384	eerste set	199519.786571465	175026.544657939
Zn_106495	highway	track	Zandleemstreek	1	0.249846713515103	0	3	1.45347106456757	0	1	602	eerste set	199275.250532736	175299.198556249
Zn_106622.2	highway	unclassified	Zandleemstreek	1	0.51406713856069	0	3	1.46744620800018	0	1	1855	eerste set	78781.6928295532	183564.354025792
Zn_106944.1	highway	unclassified	Zandleemstreek	2	0.554178071784654	0	4	1.51630103588104	0	1	231	eerste set	38793.1995382216	181621.657801409
Zn_106987.11	highway	track	Zandleemstreek	2	0.797176577188336	0	4	1.53788888454437	0	1	558	eerste set	206419.066775127	170012.556904758
Zn_107105.4	highway	unclassified	Zandleemstreek	1	0.530322225945995	0	3	1.48919129371643	0	1	483	eerste set	199016.378003215	178360.568516246
Zn_107204.4	highway	unclassified	Zandleemstreek	1	0.580291568649044	0	3	1.49236750602722	0	1	2228	eerste set	223452.012492006	176876.305400598
Zn_107211.5	highway	track	Zandleemstreek	1	0.328789244381744	0	3	1.35401332378387	0	1	1539	eerste set	218953.361742565	173122.998503125
Zn_107259.1	highway	track	Zandleemstreek	3	0.509250816372459	0.131335225229549	3	1.46957039833069	1	1	422	eerste set	199331.773124283	183312.06085795
Zn_107272.1	highway	unclassified	Zandleemstreek	3	0.424513647873059	0.117231092296926	3	1.45470583438873	1	1	14	eerste set	196184.792949882	182357.849443382
Zn_107277.1	highway	track	Zandleemstreek	1	0.348656573408278	0.0421282265427298	3	1.35133421421051	0	1	112	eerste set	195744.341276777	183876.43377485
Zn_107582.1	highway	path	Zandleemstreek	1	0.528741870227984	0	3	1.42664563655853	0	1	676	eerste set	166035.185548099	182224.171798137
Zn_107624.1	highway	track	Zandleemstreek	3	0.623262193172266	0.0207900458886998	3	1.48294448852539	1	1	468	eerste set	189590.237752313	178482.961301148
Zn_107727.5	highway	track	Zandleemstreek	1	0.272197458669889	0	3	1.42854046821594	0	1	1062	eerste set	138964.799999333	178970.547045486
Zn_107812.1.11	highway	path	Zandleemstreek	2	0.712665173791485	0	4	1.54551565647125	0	1	152	eerste set	28126.0920958058	173246.772600537
Zn_107991.1	highway	track	Zandleemstreek	3	0.601965018496136	0	3	1.40785419940948	1	1	597	eerste set	194277.412025608	183221.273156199
Zn_107996	highway	unclassified	Zandleemstreek	2	0.626498159642475	0	4	1.53107225894928	0	1	696	eerste set	50216.0698067438	173008.685670372
Zn_108	highway	track	Zandleemstreek	3	0.322618331578055	0.0151487192314042	3	1.4396071434021	1	1	345	eerste set	166047.397835223	170251.905897874
Zn_108153.11	highway	track	Zandleemstreek	3	0.459356728703607	0	3	1.50353908538818	1	1	285	eerste set	249422.8099385	197973.810218261
Zn_108522	highway	path	Zandleemstreek	1	0.354601721109288	0	3	1.49150681495667	0	1	668	eerste set	140520.771911733	154725.870014054
Zn_108603.3	highway	unclassified	Zandleemstreek	4	0.798380657735392	0.00376334422452539	4	1.54763293266296	1	1	458	eerste set	39759.8494691849	161870.131849562
Zn_108604.2	highway	track	Zandleemstreek	4	0.541911501211468	0	4	1.53975582122803	1	1	321	eerste set	40170.4250849448	161202.396364725
Zn_108708.17	highway	unclassified	Zandleemstreek	1	0.54921123952806	0	3	1.44637548923492	0	1	1650	eerste set	222952.983589173	170799.98221154
Zn_10874.3	highway	tertiary	Zandleemstreek	1	0.367018801750897	0	3	1.487424492836	0	1	1570	eerste set	109615.673189303	165765.22050801
Zn_109105.1	highway	track	Zandleemstreek	1	0.303729317996008	0	3	1.40239608287811	0	1	161	eerste set	213102.929814389	174161.90175084
Zn_109223.5	highway	path	Zandleemstreek	1	0.566670407460416	0	3	1.38861870765686	0	1	2954	eerste set	224736.94974718	172988.310007884
Zn_109370.1	highway	track	Zandleemstreek	1	0.599707367470279	0	3	1.38803267478943	0	1	97	eerste set	225224.070160339	173600.069205291
Zn_109371	highway	track	Zandleemstreek	1	0.469440903285318	0	3	1.44208097457886	0	1	519	eerste set	225089.051154464	176216.277653573
Zn_109675.4	highway	path	Zandleemstreek	1	0.275057149969163	0	3	1.40554583072662	0	1	500	eerste set	49383.6365709528	167521.948969943
Zn_109676.3	highway	track	Zandleemstreek	2	0.552823481169222	0	4	1.5142982006073	0	1	228	eerste set	51555.4075194461	167230.54639713
Zn_109851	highway	track	Zandleemstreek	4	0.466806977088514	0	4	1.52405631542206	1	1	225	eerste set	249540.703587762	196310.471507001
Zn_109867.3	highway	unclassified	Zandleemstreek	3	0.47139753417422	0	3	1.45121514797211	1	1	321	eerste set	249492.62944485	197417.518770009
Zn_109891.1	highway	cycleway	Zandleemstreek	1	0.568024998075853	0	3	1.44597184658051	0	1	723	eerste set	133843.403512745	168211.279588577
Zn_109891.3.8	highway	cycleway	Zandleemstreek	1	0.278744646644565	0	3	1.46855187416077	0	1	766	eerste set	133531.915385017	167134.398238702
Zn_109897.1	highway	cycleway	Zandleemstreek	1	0.261812263951501	0	3	1.4024224281311	0	1	1323	eerste set	132990.825830261	165174.977503978
Zn_11003.3	highway	path	Zandleemstreek	1	0.597976501684039	0	3	1.4142199754715	0	1	1515	eerste set	135784.155638642	180935.22824095
Zn_110133.1.2	highway	unclassified	Zandleemstreek	3	0.279572452020652	0	3	1.44920885562897	1	1	306	eerste set	204566.079667419	181665.826797144
Zn_11026.4	highway	track	Zandleemstreek	1	0.528440850091222	0	3	1.46668064594269	0	1	1070	eerste set	134188.85746931	181883.181626614
Zn_110523.7	highway	unclassified	Zandleemstreek	4	0.586010951247563	0	4	1.53192663192749	1	1	468	eerste set	102625.631484174	164421.559968181
Zn_110604.5	highway	unclassified	Zandleemstreek	4	0.642602736959423	0	4	1.54864776134491	1	1	285	eerste set	95545.8263641048	174116.506934693
Zn_110631.4	highway	unclassified	Zandleemstreek	1	0.639141005386632	0	3	1.50130891799927	0	1	94	eerste set	89255.0442255802	163752.257911056
Zn_110662.3	highway	tertiary	Zandleemstreek	1	0.453035305831568	0	3	1.3896906375885	0	1	2756	eerste set	109986.936015186	172077.56054659
Zn_110672	highway	unclassified	Zandleemstreek	1	0.616639750163397	0	3	1.46462666988373	0	1	2741	eerste set	104161.084620416	178536.192094676
Zn_110672.1.9	highway	unclassified	Zandleemstreek	2	0.670146079473428	0	4	1.55515360832214	0	1	706	eerste set	103600.920561995	178385.014984379
Zn_111147	highway	path	Zandleemstreek	3	0.434673077488919	0.00393557138426003	3	1.44430887699127	1	1	278	eerste set	196511.798863221	171645.796729802
Zn_111148.4	highway	track	Zandleemstreek	3	0.410666721581868	0	3	1.39086496829987	1	1	21	eerste set	196670.530867413	168979.852290746
Zn_11129	highway	unclassified	Zandleemstreek	1	0.372437164212677	0	3	1.39715445041656	0	1	2179	eerste set	105100.942053958	164365.520853692
Zn_111716.4	highway	unclassified	Zandleemstreek	3	0.577206112247257	0.00625191348223004	3	1.50553476810455	1	1	566	eerste set	180980.414707005	174752.666330209
Zn_11174.3	highway	unclassified	Zandleemstreek	1	0.401410352376339	0	3	1.50078189373016	0	1	1839	eerste set	57159.6330034645	177189.960519641
Zn_111770.3	highway	track	Zandleemstreek	1	0.547028843536501	0	3	1.43614602088928	0	1	171	eerste set	124608.804783937	177649.157939605
Zn_112014.1	highway	track	Zandleemstreek	3	0.732231482681193	0	3	1.4886656999588	1	1	287	eerste set	246873.10694399	192283.066673402
Zn_112014.9	highway	track	Zandleemstreek	3	0.599406347333466	0	3	1.43349182605743	1	1	655	eerste set	246565.565245172	192052.495707316
Zn_112019.2	highway	track	Zandleemstreek	1	0.536493138749758	0	3	1.42162430286407	0	1	2968	eerste set	138618.181186292	181058.216942381
Zn_112079.1	highway	track	Zandleemstreek	3	0.369050687674081	0	3	1.48371684551239	1	1	388	eerste set	31041.4452743979	168873.686657157
Zn_112406.1	highway	path	Zandleemstreek	1	0.512411527808489	0	3	1.40208721160889	0	1	631	eerste set	129330.994901014	180495.386567283
Zn_112439.4	highway	track	Zandleemstreek	1	0.431738131155469	0	3	1.35491585731506	0	1	2522	eerste set	125796.135482132	182485.539793197
Zn_11260.4	highway	unclassified	Zandleemstreek	1	0.388918016700611	0	3	1.42543911933899	0	1	1987	eerste set	210231.756628031	177524.473312752
Zn_112671.2	highway	unclassified	Zandleemstreek	1	0.543642366997914	0	3	1.47552812099457	0	1	2773	eerste set	186335.835818455	169109.047035533
Zn_112699.5	highway	track	Zandleemstreek	1	0.450627144737439	0	3	1.36991739273071	0	1	1985	eerste set	132067.023558347	179958.520335468
Zn_113003	highway	track	Zandleemstreek	3	0.283335203730201	0	3	1.43901288509369	1	1	130	eerste set	197145.7418807	181537.575289616
Zn_113107	highway	track	Zandleemstreek	1	0.595643595624057	0	3	1.49393033981323	0	1	2406	eerste set	130660.435281439	169815.827328888
Zn_113124.10	highway	unclassified	Zandleemstreek	1	0.308846660321125	0	3	1.42708253860474	0	1	1460	eerste set	212145.509096723	169751.854428131
Zn_113142.6	highway	track	Zandleemstreek	1	0.49450082967098	0	3	1.4934743642807	0	1	1414	eerste set	210850.063023625	173127.149954223
Zn_113166.2	highway	track	Zandleemstreek	1	0.585935696213351	0	3	1.48010587692261	0	1	680	eerste set	206459.222329288	169327.080493762
Zn_113182.5	highway	track	Zandleemstreek	1	0.341356835091694	0	3	1.48344171047211	0	1	2385	eerste set	204745.600382925	168589.440367027
Zn_113183.1	highway	unclassified	Zandleemstreek	1	0.422782782086692	0	3	1.44279623031616	0	1	1304	eerste set	204267.795116853	168617.113258268
Zn_113185.8	highway	track	Zandleemstreek	2	0.958974900699522	0	4	1.55200743675232	0	1	853	eerste set	205387.338469745	168882.782815509
Zn_113254.1.1	highway	unclassified	Zandleemstreek	4	0.403517493333714	0.105336271742872	4	1.51704788208008	1	1	245	eerste set	190647.366613404	179699.889111429
Zn_113260.5	highway	track	Zandleemstreek	1	0.251728089369864	0	3	1.46933436393738	0	1	2301	eerste set	192233.724086284	180383.914975395
Zn_113268.2	highway	track	Zandleemstreek	2	0.706945791192893	0	4	1.51584994792938	0	1	510	eerste set	171358.973763027	179046.787054217
Zn_113311.3	highway	track	Zandleemstreek	3	0.387713936153515	0.101837769161128	3	1.45987272262573	1	1	551	eerste set	166653.735641215	171266.408058487
Zn_113311.4	highway	track	Zandleemstreek	1	0.381994553554975	0.0724301090841921	3	1.42504596710205	0	1	729	eerste set	166630.633030345	171309.618361341
Zn_113345	highway	unclassified	Zandleemstreek	1	0.519485501022487	0	3	1.43148624897003	0	1	1856	eerste set	79421.7904975168	167998.799272452
Zn_113358.8	highway	unclassified	Zandleemstreek	1	0.580366823683225	0	3	1.49939143657684	0	1	874	eerste set	54935.5061098317	164828.68099494
Zn_113529.5	highway	track	Zandleemstreek	4	0.731253167236696	0.00833349513502194	4	1.52000963687897	1	1	346	eerste set	189364.160741561	178033.366100268
