pointid	key	value	Naam	tar_group	cvvi	area_prop_sb	openheid_klasse	openheid_waarde	is_sbp	in_sample	sample_order	batch	X	Y
Lm_11070	highway	track	Leemstreek	1	0.589924213025526	0	3	1.41955459117889	0	1	17	eerste set	112043.791134429	160025.364149448
Lm_11076.4	highway	track	Leemstreek	3	0.111076430466347	0.0802969140789599	3	1.38861274719238	1	1	13	eerste set	181512.720674669	169040.320691381
Lm_1110.2	highway	unclassified	Leemstreek	3	0.37830705687959	0.0130013028252526	3	1.48386096954346	1	1	352	eerste set	178910.638626019	167317.583132279
Lm_1113	highway	tertiary	Leemstreek	1	0.324875982603779	0	3	1.47331571578979	0	1	153	eerste set	180162.0717149	167379.867698504
Lm_11207.5	highway	track	Leemstreek	3	0.516550554688921	0	3	1.50799787044525	1	1	256	eerste set	185362.222987876	168398.512618657
Lm_11568.1	highway	unclassified	Leemstreek	2	0.522194682253359	0	4	1.52052307128906	0	1	12	eerste set	136969.539815083	157715.114053043
Lm_11929.6	highway	track	Leemstreek	4	0.443628426557692	0.0285810753988075	4	1.51244056224823	1	1	224	eerste set	184765.050919491	166086.392647973
Lm_11931.1	highway	track	Leemstreek	3	0.296203814576954	0.0118004472653312	3	1.4756783246994	1	1	26	eerste set	185062.396953551	166237.434170453
Lm_11936.13	highway	track	Leemstreek	4	0.458303158225014	0.00407481021881226	4	1.53176808357239	1	1	110	eerste set	186571.864648532	165022.982046727
Lm_12065	highway	track	Leemstreek	3	0.331347915544282	0.018978191765884	3	1.40626084804535	1	1	72	eerste set	186346.69292688	163391.957377108
Lm_12074.8	highway	unclassified	Leemstreek	3	0.335863217595733	0	3	1.50394868850708	1	1	121	eerste set	78660.2622421072	163630.873854817
Lm_12091.1	highway	track	Leemstreek	3	0.468838863011725	0	3	1.39147973060608	1	1	44	eerste set	181842.320101219	167863.966515349
Lm_12257	highway	track	Leemstreek	3	0.103024141807862	0	3	1.39311683177948	1	1	9	eerste set	184257.566516685	162709.924053354
Lm_12323.4	highway	track	Leemstreek	2	0.81937681227472	0	4	1.55305075645447	0	1	93	eerste set	42459.5608824764	160072.727539053
Lm_12465.3	highway	track	Leemstreek	3	0.139146558219678	0.031595459528388	3	1.39142024517059	1	1	283	eerste set	185510.648893395	163110.798802761
Lm_12502.15	highway	unclassified	Leemstreek	4	0.610468837359712	0.00318089186508623	4	1.55074489116669	1	1	18	eerste set	188596.262824686	161403.271913635
Lm_12532.12	highway	unclassified	Leemstreek	4	0.574797951153047	0.0120749831078184	4	1.55297303199768	1	1	310	eerste set	190322.84579678	160398.787340201
Lm_12545.2	highway	track	Leemstreek	1	0.781071999871377	0	3	1.45723223686218	0	1	293	eerste set	117702.564766359	159632.13778243
Lm_12605.1.12	highway	unclassified	Leemstreek	1	0.543266091826855	0	3	1.43439710140228	0	1	89	eerste set	122546.69026174	159710.695837267
Lm_12623	highway	track	Leemstreek	1	0.5808183538883	0	3	1.48317492008209	0	1	133	eerste set	121005.759200235	159555.556183978
Lm_13047.2	highway	unclassified	Leemstreek	1	0.587215031794631	0	3	1.47139370441437	0	1	171	eerste set	48154.5415993843	165045.575907747
Lm_1323.5	highway	track	Leemstreek	3	0.548308179117782	0	3	1.44857513904572	1	1	259	eerste set	180668.988820023	167144.643638127
Lm_13324.1	highway	unclassified	Leemstreek	1	0.434372057352118	0	3	1.48895037174225	0	1	411	eerste set	74326.5987592059	162015.112711379
Lm_13418.1	highway	track	Leemstreek	1	0.476966406704312	0	3	1.39102172851562	0	1	242	eerste set	178103.307327198	170378.17729284
Lm_13472.3	highway	track	Leemstreek	3	0.470193453627183	0.0941030339647899	3	1.48807787895203	1	1	92	eerste set	179335.613823673	165881.904550865
Lm_13513.11	highway	track	Leemstreek	4	0.642000696685846	0.136909695869995	4	1.53926062583923	1	1	16	eerste set	179040.645823569	166721.568613939
Lm_13668.2	highway	unclassified	Leemstreek	1	0.531375796424689	0	3	1.45780849456787	0	1	365	eerste set	77977.391875848	158333.20724843
Lm_13672	highway	unclassified	Leemstreek	4	0.765494207793816	0	4	1.53257691860199	1	1	107	eerste set	76507.1817539433	160291.653246699
Lm_13673.1.2	highway	unclassified	Leemstreek	4	0.798230147667003	0	4	1.52875196933746	1	1	160	eerste set	76517.9131120368	161970.247796255
Lm_13710.1	highway	unclassified	Leemstreek	3	0.542814561621732	0.0114170145777879	3	1.46856880187988	1	1	170	eerste set	208691.657984437	159444.910991353
Lm_13711.5	highway	unclassified	Leemstreek	3	0.602040273530367	0.00853717810358381	3	1.47145795822144	1	1	388	eerste set	211231.792524385	158126.92320842
Lm_13741.13	highway	track	Leemstreek	3	0.485695990670565	0.00752841905656093	3	1.49651682376862	1	1	73	eerste set	78269.3905480623	159570.856950312
Lm_13773.3	highway	unclassified	Leemstreek	1	0.304858143508961	0	3	1.42862319946289	0	1	170	eerste set	227713.516603787	169813.409230399
Lm_13843.2	highway	track	Leemstreek	4	0.496306950491554	0	4	1.51033008098602	1	1	362	eerste set	78715.6967174161	157904.779021238
Lm_13881.5	highway	unclassified	Leemstreek	1	0.256092881352969	0	3	1.36898386478424	0	1	75	eerste set	227282.766551773	171287.206360432
Lm_13893.6	highway	unclassified	Leemstreek	1	0.309523955628846	0	3	1.37237298488617	0	1	190	eerste set	177988.114850887	169783.400427798
Lm_14078.4	highway	unclassified	Leemstreek	1	0.441747050702873	0	3	1.44912219047546	0	1	5	eerste set	204930.387789063	166489.019534813
Lm_14120.9	highway	unclassified	Leemstreek	4	0.787092402606758	0.0268366837472589	4	1.52713203430176	1	1	20	eerste set	192612.698273465	164433.959644816
Lm_14231.4	highway	unclassified	Leemstreek	1	0.397120815427369	0.00268728396105456	3	1.44596207141876	0	1	466	eerste set	237035.04593779	171169.628593878
Lm_14233.4	highway	unclassified	Leemstreek	3	0.452884795763246	0	3	1.47515118122101	1	1	79	eerste set	235677.126074038	170834.169362617
Lm_14408.7	highway	tertiary	Leemstreek	4	0.685723871551029	0.0499255949383782	4	1.5588446855545	1	1	257	eerste set	198666.070717027	156810.83795353
Lm_14609.3	highway	track	Leemstreek	3	0.653514716917158	0	3	1.47196400165558	1	1	113	eerste set	78139.352839347	164433.29387938
Lm_14772.9	highway	unclassified	Leemstreek	4	0.51098168215892	0	4	1.5325163602829	1	1	23	eerste set	209914.960867113	157542.972663087
Lm_14774.2	highway	unclassified	Leemstreek	2	0.580517333751663	0	4	1.52605891227722	0	1	65	eerste set	210067.261548507	157808.468973888
Lm_14778.2	highway	tertiary	Leemstreek	1	0.581721414298637	0	3	1.38896310329437	0	1	412	eerste set	213805.530518263	160528.012965205
Lm_14800.2	highway	track	Leemstreek	3	0.198974310401791	0.0237489353379978	3	1.42409837245941	1	1	374	eerste set	192992.931606707	162514.386242068
Lm_15064.9	highway	track	Leemstreek	2	0.72643684504849	0	4	1.52612972259521	0	1	13	eerste set	125992.147255361	160249.421636536
Lm_15134.2	highway	track	Leemstreek	1	0.553952306682004	0	3	1.46306300163269	0	1	151	eerste set	134858.297311237	158531.257581492
Lm_15138	highway	track	Leemstreek	3	0.377328741435123	0	3	1.43117022514343	1	1	83	eerste set	218091.220580353	169092.909432616
Lm_15188.11	highway	unclassified	Leemstreek	1	0.421428191471233	0	3	1.37279939651489	0	1	16	eerste set	201083.562007833	158122.196756075
Lm_15189.1.3	highway	unclassified	Leemstreek	3	0.396217755017155	0.010727088304676	3	1.50124478340149	1	1	330	eerste set	199700.591924958	158385.581834507
Lm_15190.17	highway	unclassified	Leemstreek	4	0.466505956951788	0.043144190515262	4	1.5475447177887	1	1	183	eerste set	200196.846037289	158009.271775625
Lm_15190.28	highway	unclassified	Leemstreek	1	0.49999444716696	0.00719503362540862	3	1.48018169403076	0	1	399	eerste set	199644.317170314	158007.66090641
Lm_15201.1	highway	track	Leemstreek	3	0.378833842118961	0.114338061899312	3	1.46797466278076	1	1	85	eerste set	200661.745358912	159452.502399196
Lm_15204	highway	unclassified	Leemstreek	3	0.393433318752009	0.0414298101790016	3	1.38849532604218	1	1	228	eerste set	199849.217400141	162432.379844238
Lm_15482.1	highway	track	Leemstreek	2	0.464624581096975	0	4	1.52388441562653	0	1	72	eerste set	118734.497096236	157135.201686607
Lm_15484.9	highway	track	Leemstreek	3	0.436780218446165	0	3	1.47375273704529	1	1	371	eerste set	119193.561135819	155357.643938045
Lm_15488.4	highway	track	Leemstreek	4	0.679176683576368	0	4	1.55031156539917	1	1	291	eerste set	117324.426007072	155508.336927108
Lm_15493.7	highway	track	Leemstreek	1	0.543491856929463	0	3	1.50818860530853	0	1	9	eerste set	118881.532938692	157607.804929368
Lm_15498.1.1	highway	track	Leemstreek	4	0.368523902434731	0	4	1.51455008983612	1	1	192	eerste set	121266.941093678	155750.923080592
Lm_15503.3	highway	unclassified	Leemstreek	1	0.464775091165344	0	3	1.4654746055603	0	1	82	eerste set	122160.72349995	157390.146024037
Lm_15504.1	highway	track	Leemstreek	4	0.71913710673188	0.00637026635994427	4	1.5119024515152	1	1	79	eerste set	121501.065921057	154778.92964035
Lm_15507.1.3	highway	unclassified	Leemstreek	4	0.695732791098546	0.0226417525355519	4	1.54412996768951	1	1	48	eerste set	122334.807537154	154549.381748667
Lm_15508.1.2	highway	track	Leemstreek	1	0.529569675604128	0	3	1.39430022239685	0	1	369	eerste set	129664.042808018	160011.676303594
Lm_15509.1.1	highway	unclassified	Leemstreek	1	0.397346580530004	0	3	1.44668114185333	0	1	272	eerste set	128860.657327443	160187.037786618
Lm_15646.4	highway	track	Leemstreek	3	0.474482990576068	0	3	1.39633595943451	1	1	242	eerste set	133281.575134242	160348.565325307
Lm_15919.1.6	highway	track	Leemstreek	1	0.672403730499107	0	3	1.43662869930267	0	1	164	eerste set	131835.584450294	157697.09786982
Lm_16246	highway	unclassified	Leemstreek	2	0.56531581684494	0.0552910183533815	4	1.51616668701172	0	1	35	eerste set	196070.427297036	161799.17182299
Lm_16247.13	highway	track	Leemstreek	4	0.538299259570349	0.0207475780288099	4	1.56432211399078	1	1	90	eerste set	195469.922007645	162026.799613043
Lm_16262.14	highway	track	Leemstreek	4	0.396142499983018	0.0173040125868478	4	1.51159465312958	1	1	182	eerste set	199546.21079897	162341.837108533
Lm_16266	highway	unclassified	Leemstreek	3	0.394486889230686	0	3	1.42914187908173	1	1	21	eerste set	182862.626144741	167072.221286041
Lm_16296.3	highway	unclassified	Leemstreek	4	0.616263474992372	0.0334325884804381	4	1.55252647399902	1	1	301	eerste set	208032.419650714	159115.008195419
Lm_16299.1	highway	unclassified	Leemstreek	4	0.457550607883004	0.129007080137862	4	1.54993176460266	1	1	352	eerste set	206274.41832522	159291.527082277
Lm_16300.12	highway	unclassified	Leemstreek	3	0.498790366619848	0	3	1.50015687942505	1	1	345	eerste set	204691.902595519	159689.171328082
Lm_16309.1	highway	unclassified	Leemstreek	3	0.235698767087126	0.0634366202694027	3	1.44476914405823	1	1	378	eerste set	207446.887576796	161778.894970785
Lm_16350	highway	unclassified	Leemstreek	3	0.428652674753542	0	3	1.44264400005341	1	1	71	eerste set	118374.00735312	154661.998871737
Lm_16356.2.1	highway	unclassified	Leemstreek	3	0.333304546433227	0	3	1.43008434772491	1	1	78	eerste set	120570.664213665	155151.952646597
Lm_16361.1	highway	unclassified	Leemstreek	1	0.325553277911525	0	3	1.37375664710999	0	1	197	eerste set	125174.692794121	156676.962582443
Lm_16362.1.3	highway	unclassified	Leemstreek	1	0.46432356096026	0	3	1.41292011737823	0	1	418	eerste set	124271.072613435	155798.02262768
Lm_16380.5	highway	unclassified	Leemstreek	1	0.481180688619113	0	3	1.4433925151825	0	1	265	eerste set	123169.008226743	157044.996639982
Lm_16481.10	highway	track	Leemstreek	4	0.666232817695452	0	4	1.55029618740082	1	1	102	eerste set	217697.465971919	167839.256344442
Lm_16481.17	highway	track	Leemstreek	3	0.573067085366579	0	3	1.47890734672546	1	1	191	eerste set	217433.322658228	168072.204112245
Lm_16492.2	highway	unclassified	Leemstreek	1	0.524753353415801	0	3	1.43852114677429	0	1	183	eerste set	128151.710316099	157817.863910696
Lm_16499	highway	unclassified	Leemstreek	2	0.656675428353147	0	4	1.52038216590881	0	1	43	eerste set	129785.846492845	159067.436674546
Lm_16502	highway	unclassified	Leemstreek	1	0.232237035514317	0	3	1.48934757709503	0	1	4	eerste set	128796.242993148	158446.626274603
Lm_16511.9	highway	unclassified	Leemstreek	4	0.439489399677082	0	4	1.51931488513947	1	1	40	eerste set	233008.05781079	165036.836216871
Lm_16518.1.3	highway	unclassified	Leemstreek	1	0.500220212269534	0	3	1.45303082466125	0	1	21	eerste set	233578.286006563	165710.798047337
Lm_16519.7	highway	unclassified	Leemstreek	4	0.647569569215995	0.0438483694449107	4	1.54073369503021	1	1	68	eerste set	211287.608006046	162397.949313787
Lm_16520.12	highway	unclassified	Leemstreek	4	0.437833788924881	0.0228618868932917	4	1.53730225563049	1	1	240	eerste set	212028.801181425	160344.532856266
Lm_16543.29	highway	unclassified	Leemstreek	4	0.477944722148895	0.101106589889242	4	1.51287305355072	1	1	2	eerste set	209528.179864875	162990.195165209
Lm_16662.4	highway	track	Leemstreek	3	0.324349197364475	0	3	1.49818789958954	1	1	163	eerste set	216288.126968037	169066.322001025
Lm_16721.2	highway	unclassified	Leemstreek	1	0.43181338618962	0	3	1.45584332942963	0	1	70	eerste set	188983.599791711	163959.488109193
Lm_16740	highway	unclassified	Leemstreek	1	0.355881056690598	0	3	1.44967865943909	0	1	161	eerste set	76150.6240162366	160051.361473023
Lm_16757.1	highway	unclassified	Leemstreek	3	0.352795600288732	0	3	1.48301565647125	1	1	391	eerste set	79814.2127824928	160777.108836254
Lm_16779.13	highway	unclassified	Leemstreek	4	0.825397215010053	0	4	1.55229520797729	1	1	123	eerste set	41000.7712622397	159651.809980278
Lm_16780.4	highway	unclassified	Leemstreek	3	0.556059447639429	0	3	1.50118088722229	1	1	291	eerste set	40332.3903669331	159197.23154011
Lm_16780.9	highway	unclassified	Leemstreek	4	0.424814668009832	0	4	1.51499176025391	1	1	141	eerste set	40303.9174757621	158943.962788729
Lm_16830.6	highway	track	Leemstreek	3	0.404119533607217	0.114649916908338	3	1.43056929111481	1	1	116	eerste set	238620.355223774	171825.78305362
Lm_16835	highway	unclassified	Leemstreek	1	0.278669391610369	0	3	1.39116859436035	0	1	368	eerste set	213354.592194978	159417.536560271
Lm_17211.1	highway	track	Leemstreek	3	0.496005930354724	0.0163661443714248	3	1.47941029071808	1	1	107	eerste set	120712.204620527	156390.398531353
Lm_17239.2	highway	track	Leemstreek	4	0.505939594868066	0	4	1.51278722286224	1	1	41	eerste set	204387.17614271	159918.584195701
Lm_17260.9	highway	unclassified	Leemstreek	3	0.406602949735499	0.136057209122597	3	1.47622966766357	1	1	57	eerste set	204879.668211685	157998.596525452
Lm_17262	highway	unclassified	Leemstreek	3	0.293946163551159	0.175964416605538	3	1.3875904083252	1	1	130	eerste set	205239.684288961	155779.190482245
Lm_17263.1	highway	unclassified	Leemstreek	4	0.696334831372045	0.0646082498445483	4	1.54729628562927	1	1	126	eerste set	205781.084206793	157922.919457678
Lm_17268.6	highway	unclassified	Leemstreek	4	0.596170380863435	0.0171091890953417	4	1.52761340141296	1	1	284	eerste set	203502.011689298	161119.782257248
Lm_17274.1	highway	unclassified	Leemstreek	4	0.562606635614118	0.0991926911072	4	1.54299867153168	1	1	140	eerste set	204756.364071703	161457.134245054
Lm_17275.7	highway	unclassified	Leemstreek	4	0.679327193644732	0	4	1.55454170703888	1	1	52	eerste set	206159.715438629	161096.77618517
Lm_17312.5	highway	track	Leemstreek	1	0.261737008917276	0	3	1.46461570262909	0	1	132	eerste set	202965.015419319	163015.517233467
Lm_17321.7	highway	unclassified	Leemstreek	2	0.532579876971781	0	4	1.51642799377441	0	1	11	eerste set	204477.053768215	163541.405192385
Lm_17327.9	highway	track	Leemstreek	4	0.607458635992107	0	4	1.54168128967285	1	1	235	eerste set	204993.608909582	163583.400343924
Lm_17332.5	highway	track	Leemstreek	1	0.389520056974034	0	3	1.45972299575806	0	1	18	eerste set	206283.38571712	166470.020110165
Lm_1747.2	highway	unclassified	Leemstreek	4	0.651934361199137	0.0468100797419196	4	1.54689729213715	1	1	237	eerste set	238004.27619023	172570.91271043
Lm_17550.1.3	highway	unclassified	Leemstreek	3	0.666684347900588	0.1023412170052	3	1.48575556278229	1	1	251	eerste set	192509.190636819	163495.384848385
Lm_17551.4	highway	unclassified	Leemstreek	3	0.422557016984063	0	3	1.4385678768158	1	1	176	eerste set	204051.350805112	161184.339786536
Lm_17554.6	highway	unclassified	Leemstreek	4	0.336013727664119	0	4	1.52740037441254	1	1	103	eerste set	202853.253747446	161520.094031748
Lm_17555.3	highway	unclassified	Leemstreek	1	0.463420500549932	0.0470198944523926	3	1.42092883586884	0	1	210	eerste set	200834.179623235	164756.696732512
Lm_17557.4	highway	unclassified	Leemstreek	4	0.618972656223395	0.0278457737490181	4	1.51190435886383	1	1	264	eerste set	201304.362735513	160052.798355296
Lm_17563.6	highway	unclassified	Leemstreek	4	0.543642366997817	0.418583334426828	4	1.54763460159302	1	1	231	eerste set	193844.451799312	163690.820196708
Lm_17565.3	highway	unclassified	Leemstreek	4	0.750894731160726	0.0382032606172768	4	1.55847132205963	1	1	176	eerste set	196861.309906496	162992.674608734
Lm_1766.2	highway	unclassified	Leemstreek	3	0.57713085721306	0	3	1.49298679828644	1	1	151	eerste set	183575.777499823	163759.970957367
Lm_1767.18	highway	unclassified	Leemstreek	3	0.314039257680255	0.247682638581194	3	1.50094699859619	1	1	393	eerste set	183596.859624891	162418.330872639
Lm_1769	highway	unclassified	Leemstreek	4	0.459582493806265	0.0183320777751901	4	1.51391053199768	1	1	343	eerste set	184831.174458246	162758.302561579
Lm_1771	highway	tertiary	Leemstreek	4	0.607157615855244	0.0192237175423779	4	1.52535247802734	1	1	129	eerste set	182195.908012313	166237.858808705
Lm_1773	highway	tertiary	Leemstreek	3	0.442574856079005	0.124870149690099	3	1.46345829963684	1	1	322	eerste set	181849.202056843	165377.596739159
Lm_1775.6	highway	tertiary	Leemstreek	4	0.232387545582681	0.0404625323528633	4	1.52977204322815	1	1	100	eerste set	182295.620048183	165122.11510261
Lm_18177	highway	unclassified	Leemstreek	1	0.55199567579312	0	3	1.5032707452774	0	1	187	eerste set	73091.0351712285	162623.231453583
Lm_18220.3	highway	unclassified	Leemstreek	3	0.261962774019878	0	3	1.46192526817322	1	1	237	eerste set	204255.967746983	158853.328984954
Lm_18305.4.5	highway	unclassified	Leemstreek	1	0.29620381457693	0	3	1.49339365959167	0	1	196	eerste set	131933.701702314	159564.799246618
Lm_18384.2	highway	track	Leemstreek	1	0.475762326157338	0	3	1.47936069965363	0	1	383	eerste set	131208.346802319	157270.433094594
Lm_18386.2	highway	unclassified	Leemstreek	1	0.285743364824327	0	3	1.39322865009308	0	1	458	eerste set	130089.196330598	158399.441119706
Lm_18391.2	highway	track	Leemstreek	1	0.396744540256498	0	3	1.46059894561768	0	1	11	eerste set	130948.448306749	158113.744137345
Lm_18400.1	highway	tertiary	Leemstreek	4	0.680832294328606	0.0102804247318696	4	1.518763422966	1	1	406	eerste set	77492.0659922281	159808.133193189
Lm_18401.2	highway	unclassified	Leemstreek	4	0.445886077583355	0	4	1.54493653774261	1	1	181	eerste set	76027.1935046197	161467.535007431
Lm_18408.4	highway	unclassified	Leemstreek	1	0.482986809439668	0	3	1.4299248456955	0	1	37	eerste set	73850.8293682465	163024.47440888
Lm_18426.7	highway	track	Leemstreek	2	0.742014637126114	0	4	1.51795125007629	0	1	40	eerste set	125466.151717454	159621.896229211
Lm_18478.15	highway	track	Leemstreek	1	0.429781500266506	0	3	1.46032166481018	0	1	343	eerste set	188312.145790679	166865.428993359
Lm_18533.10	highway	track	Leemstreek	1	0.531074776287907	0	3	1.44170963764191	0	1	194	eerste set	131506.258499661	160242.564371168
Lm_18582.2	highway	unclassified	Leemstreek	2	0.778739093811412	0	4	1.54435527324677	0	1	60	eerste set	212137.316510268	164486.588017016
Lm_18720.1	highway	track	Leemstreek	1	0.475461306020547	0	3	1.49233460426331	0	1	158	eerste set	119742.7972541	156802.297875003
Lm_18859.15	highway	unclassified	Leemstreek	4	0.771514610529136	0	4	1.56440424919128	1	1	246	eerste set	201910.531170524	160893.381443324
Lm_18876.1.2	highway	unclassified	Leemstreek	3	0.500445977372026	0.00307436586660491	3	1.44723200798035	1	1	341	eerste set	180024.343976595	169329.908029898
Lm_18907.1.11	highway	unclassified	Leemstreek	4	0.679176683576372	0	4	1.52976489067078	1	1	17	eerste set	215864.849301035	162942.385864476
Lm_18913.5	highway	track	Leemstreek	3	0.343614486117394	0	3	1.46004378795624	1	1	3	eerste set	215554.124238717	164155.29861441
Lm_18918.1.7	highway	unclassified	Leemstreek	3	0.517754635236033	0	3	1.50870335102081	1	1	335	eerste set	216222.758764458	163003.588402784
Lm_18919.5	highway	unclassified	Leemstreek	4	0.446187097720132	0	4	1.55038630962372	1	1	241	eerste set	215827.481000064	163675.169078418
Lm_18963.8	highway	unclassified	Leemstreek	4	0.632744327480424	0	4	1.52464818954468	1	1	334	eerste set	199668.467	155978.280507802
Lm_19052.12	highway	unclassified	Leemstreek	4	0.605276240000507	0	4	1.5672219991684	1	1	151	eerste set	237448.299068243	164481.776242364
Lm_19052.2	highway	unclassified	Leemstreek	3	0.434823587557306	0	3	1.49983263015747	1	1	231	eerste set	237814.64660863	164813.414843694
Lm_19089.1	highway	unclassified	Leemstreek	1	0.121988410424079	0	3	1.38776504993439	0	1	126	eerste set	212791.838444632	162951.919951619
Lm_19094.4	highway	unclassified	Leemstreek	1	0.355655291588045	0	3	1.48205947875977	0	1	312	eerste set	212360.93461773	163600.02114344
Lm_19095.14	highway	unclassified	Leemstreek	1	0.437307003685606	0	3	1.49330520629883	0	1	136	eerste set	211290.445150622	164425.301427316
Lm_19125.1	highway	tertiary	Leemstreek	1	0.30696528446624	0	3	1.39830815792084	0	1	141	eerste set	135532.315827906	157975.631238193
Lm_19141.6	highway	unclassified	Leemstreek	3	0.582022434435346	0.120415005866764	3	1.42161250114441	1	1	248	eerste set	208189.079572294	163663.447577219
Lm_19162	highway	track	Leemstreek	3	0.2567701766607	0.0491198358957871	3	1.39932322502136	1	1	76	eerste set	186455.81654131	166286.446993809
Lm_19181.1.2	highway	track	Leemstreek	3	0.639968810762739	0	3	1.48093914985657	1	1	185	eerste set	193123.060413066	165811.094108546
Lm_19182.4	highway	unclassified	Leemstreek	4	0.730500616894814	0.00701193824758268	4	1.56384479999542	1	1	184	eerste set	194538.043208402	164391.651926005
Lm_19252.3	highway	unclassified	Leemstreek	3	0.427222829103846	0.0453212635378702	3	1.50564181804657	1	1	284	eerste set	233825.039031869	167431.687245922
Lm_19253.4	highway	unclassified	Leemstreek	1	0.470946003969119	0	3	1.46036243438721	0	1	101	eerste set	234391.350568135	167514.382108347
Lm_19292.1	highway	track	Leemstreek	1	0.463571010618403	0	3	1.45779204368591	0	1	219	eerste set	228883.809220466	160057.170792063
Lm_1940.8	highway	track	Leemstreek	4	0.419471560582246	0.0176677753427067	4	1.53570890426636	1	1	13	eerste set	181111.003627156	166969.804172615
Lm_1942.3	highway	track	Leemstreek	4	0.517829890270219	0	4	1.55186796188354	1	1	415	eerste set	181598.095918181	166386.293840918
Lm_19505.7	highway	unclassified	Leemstreek	4	0.465979171712519	0.0190993903839395	4	1.51126992702484	1	1	171	eerste set	200701.385825637	155744.869584507
Lm_19512.5	highway	track	Leemstreek	1	0.432565936531546	0.050038281643648	3	1.39832317829132	0	1	275	eerste set	200729.465199953	156682.530344775
Lm_19513.12	highway	unclassified	Leemstreek	3	0.395164184538468	0.101045911901786	3	1.42225849628448	1	1	252	eerste set	201413.714683809	156038.51593119
Lm_19513.6	highway	unclassified	Leemstreek	4	0.585408910974011	0.135603889411098	4	1.55088090896606	1	1	248	eerste set	201365.94625032	156338.824870943
