ExternalCode	Landbouw	Bos	HeideDuin	KLE	OKLE	MoerasWater	GeenKartering	SlikStrandSchor	Suburbaan	Urbaan	Som	Stratum
ES8774	56536.43	0	0	0	0	0	0	0	12583.03	931732.38	1000851.84	6
ES8775	320100.21	3591.91	0	0	0	0	0	0	19301.77	657427.69	1000421.58	NA
ES8776	901218.56	10701.5	0	0	0	0	0	0	56295.77	32628.86	1000844.69	3
ES8777	629615.98	59021.26	0	0	0	0	11147.57	0	301051.54	0	1000836.35	NA
ES8778	378304.63	4755.26	0	0	0	14794.77	0	0	602582.83	0	1000437.49	NA
ES8779	508.21	0	0	0	0	392119.57	0	0	608247.77	0	1000875.55	4
ES8780	0	0	0	0	0	759556.35	20117.59	106.64	221087.69	0	1000868.27	4
ES8781	0	0	0	0	0	0	180480.28	0	819973.62	0	1000453.9	5
ES8782	0	0	0	0	0	0	0	0	1000875.5	0	1000875.5	5
ES8783	1146.72	0	0	0	0	35968.76	154345.39	0	809001.15	0	1000462.02	5
ES8784	824656.83	0	0	0	1334.64	42506.98	0	0	95392.54	36593.58	1000484.57	3
ES8785	853499.67	0	0	0	5377.41	0	0	0	18826.55	123196.18	1000899.81	3
ES8786	297626.97	0	0	0	307.39	0	0	2382.26	700367.35	0	1000683.97	NA
ES8787	313894.57	0	0	0	352.11	29999.45	112213.92	178008.02	349280.36	16967.52	1000715.95	NA
ES8788	5233.51	0	0	0	0	13622.11	801224.03	180636.19	0	0	1000715.84	NA
ES8789	1336.09	0	0	0	0	0	823729.76	2747.16	172894.99	0	1000708	NA
ES8790	57719.76	5368.35	0	0	2172.6	59793.73	15118.6	165611.46	695160.98	0	1000945.48	NA
ES8791	38489.79	0	0	0	0	6297.5	0	42.79	955908.2	0	1000738.28	5
ES8792	64664.47	0	0	0	0	0	0	5504.04	232781.98	0	302950.49	5
ES8816	146561.05	320846.05	0	12323.81	0	1590.61	0	0	0	17.13	481338.65	NA
ES8817	554817.86	192411.38	0	17932.5	0	0	0	0	10742.07	217547.94	993451.75	NA
ES8818	497995.13	140093.96	17668.1	5404.49	11553.36	9357.28	0	0	1296.12	317239.2	1000607.64	NA
ES8819	339852.99	54835.19	0	0	0	7665.52	0	0	40077.79	557738.49	1000169.98	NA
ES8820	512451.03	53929.78	0	14236.95	0	0	0	0	77244.7	342737.87	1000600.33	NA
ES8821	119791.15	282754.57	0	0	0	480.34	70.71	0	23493.71	574024.28	1000614.76	NA
ES8822	278535.68	39102.43	0	0	0	0	49985.36	0	261406.09	371593.56	1000623.12	NA
ES8823	303656.23	16197.46	0	0	29298.26	0	43484.79	0	465704.85	142273.72	1000615.31	NA
ES8824	523357.3	40915.75	0	0	370.5	0	0	0	260734.63	175222.32	1000600.5	NA
ES8825	755647.27	33400.04	0	4719.66	0	1405.08	0	0	2227.82	203216.37	1000616.24	3
ES8826	560330.89	103402.08	0	5824.64	0	4142.68	2484.3	0	11203.37	312392.12	999780.08	NA
ES8827	838135.09	27793.76	0	3270.02	1571.21	9122.62	2829.74	0	0	117924.45	1000646.89	3
ES8828	673739.31	20085.09	0	4221.91	0	7571.46	0	0	0	295012.88	1000630.65	NA
ES8829	736590.47	0	0	14433.93	0	0	0	0	23437.69	109125.72	883587.81	3
ES8830	115853.67	5284.98	0	0	0	0	0	0	8951.41	51586.69	181676.75	NA
ES8831	151099.44	54221.28	0	4561.54	0	10155.64	0	0	9376.24	122183.19	351597.33	NA
ES8832	167984.45	134412.21	0	571.98	1410.08	0	0	0	32543.35	498970.17	835892.24	NA
ES8833	165505.07	168586.92	0	0	0	8826.14	0	0	71273.77	586454.49	1000646.39	NA
ES8834	403047.98	220796.99	0	0	5631.88	39349.02	0	0	0	331828.92	1000654.79	NA
ES8835	186101.95	99582.43	0	0	0	6191.28	0	0	66982.77	641787.87	1000646.3	NA
ES8836	312993.7	69795.36	0	0	0	0	0	0	50740.25	567133.13	1000662.44	NA
ES8837	576336.79	71595.41	0	0	564.93	0	0	0	139095.09	212862.35	1000454.57	NA
ES8838	402284.99	22830.71	0	0	0	0	0	0	362121.97	213209.46	1000447.13	NA
ES8839	843038	4132.48	0	0	0	0	0	0	111116.09	42376.41	1000662.98	3
ES8840	894731.66	20925.8	0	0	0	0	0	0	0	84805.08	1000462.54	3
ES8841	915633.48	43691.88	0	0	0	0	0	0	0	41160.47	1000485.83	3
ES8842	714118.66	12257.83	0	0	216.84	0	0	0	19845.42	254047.22	1000485.97	3
ES8843	817691.21	124799.67	0	4082.67	0	0	0	0	39363.45	14541.01	1000478.01	3
ES8844	859374.19	66946.1	0	0	0	0	0	0	1717.8	72647.58	1000685.67	3
ES8845	758240.44	59551.27	0	0	0	0	0	0	0	182901.75	1000693.46	3
ES8846	871480.38	10855.57	0	0	6393.07	0	0	0	0	111749.38	1000478.4	3
ES8847	839629.47	75493.34	0	0	0	672.62	0	0	5180.24	79526.45	1000502.12	3
ES8848	779493.98	85728.11	0	0	721.83	5837.89	0	0	0	128926.08	1000707.89	3
ES8849	477608.51	47599.73	0	0	0	0	0	0	3825.35	471659.12	1000692.71	NA
ES8850	703660.73	6731.92	0	0	0	0	0	0	42876.89	247231.69	1000501.23	3
ES8851	860903.05	9511.18	0	0	3281.69	0	0	0	0	126798.47	1000494.39	3
ES8852	843112.66	26062.59	0	0	4648.44	0	0	0	1093.76	125814	1000731.45	3
ES8853	747371.95	222416.52	0	0	47.72	0	0	0	14823.23	16064.48	1000723.9	3
ES8854	576900.2	366649.4	5911.58	0	0	0	0	0	0	50857.45	1000318.63	NA
ES8855	329946.2	240713.06	0	0	0	22813.43	0	0	23664.07	383165.4	1000302.16	NA
ES8856	728188.18	198498.25	0	0	5993.15	0	0	0	0	68030.03	1000709.61	3
ES8857	833372.46	31985.41	0	0	4719.85	329.58	0	0	0	130132.56	1000539.86	3
ES8858	645935.35	281716.48	0	0	0	24575.13	0	0	9333.28	39203.49	1000763.73	NA
ES8859	911868.06	2634.17	0	0	2828.58	27681.21	0	0	205.23	55323.7	1000540.95	3
ES8860	127151.73	0	0	0	0	0	0	0	587948.87	285662.4	1000763	NA
ES8861	324174.26	82452.97	0	0	637.98	41320.28	0	0	320385.69	231553.53	1000524.71	NA
ES8862	105015.96	438494.96	0	0	1430.85	48334.18	0	0	341.67	406946.81	1000564.43	NA
ES8863	71813.57	501067.23	0	0	5633.38	59170.31	311056.38	52013.8	0	0	1000754.67	NA
ES8864	50269.19	308173.25	0	0	0	58530.65	94501.04	14159.09	239445.49	235446.89	1000525.6	NA
ES8865	587583.94	7794.33	0	0	3248.88	3199.78	0	0	66380.44	332555.23	1000762.6	NA
ES8866	853123.9	0	0	0	6700.29	260.33	0	0	0	140472.63	1000557.15	3
ES8867	936820.13	3242.65	0	0	8187.46	1668.48	0	0	16499.28	34137.1	1000555.1	3
ES8868	918100.94	21164.33	0	0	1549.17	9739.81	0	0	11649.72	38383.74	1000587.71	3
ES8869	864908.15	13076.85	0	0	0	917.76	0	0	60597.96	60863.21	1000363.93	3
ES8870	887605.26	4410.23	0	0	1551.47	1715.82	0	0	42097.59	63222.35	1000602.72	3
ES8871	954578.14	0	0	0	553.04	0	0	0	14038.32	31647.85	1000817.35	3
ES8872	881090.86	0	0	0	0	0	0	0	25563.23	93925.52	1000579.61	3
ES8873	678437.1	0	0	0	0	0	0	0	27012.36	295152.66	1000602.12	NA
ES8874	366229.47	125076.03	0	0	0	0	0	0	139702.52	369810.03	1000818.05	NA
ES8875	254057.61	25274.98	0	0	0	0	0	0	68050.7	653219.29	1000602.58	NA
ES8876	670622.29	0	0	0	0	0	0	0	1968.87	328027.88	1000619.04	NA
ES8877	816000	36451.47	0	0	0	4535.16	3294.8	0	140543.17	0	1000824.6	3
ES8878	823789.53	10954.82	0	0	0	0	42687.24	0	26252.34	96950.96	1000634.89	3
ES8879	314326.95	31770.89	0	0	0	230520.69	1791.53	0	377355.85	44875.77	1000641.68	4
ES8880	16059.96	1623.28	0	0	0	173318.38	0	862.4	809001.5	0	1000865.52	5
ES8881	0	0	0	0	0	0	0	0	1000426.69	0	1000426.69	5
ES8882	0	0	0	0	0	0	0	0	1000657.54	0	1000657.54	5
ES8883	8.55	0	0	0	0	15602.56	12918.47	60349.29	911563.11	0	1000441.98	5
ES8884	217901.55	0	0	0	0	0	444861.27	38924.19	240014.12	58948.76	1000649.89	NA
ES8885	50708.97	0	0	0	1268.5	0	736778.02	80214.52	7867.19	124057.69	1000894.89	NA
ES8886	0	0	0	0	0	0	834071.43	143684.87	22724.64	0	1000480.94	NA
ES8887	0	0	0	0	0	0	973664.81	17480.1	9719.24	0	1000864.15	NA
ES8888	14962.58	0	0	0	0	0	789810.09	4465.66	191450.42	0	1000688.75	NA
ES8889	352849.32	0	0	0	0	0	430448.47	0	217390.59	0	1000688.38	NA
ES8890	0	0	0	0	0	0	0	0	1000903.34	0	1000903.34	5
ES8891	0	0	0	0	0	0	0	0	1000473.23	0	1000473.23	5
ES8892	123838.75	0	0	0	0	18097.92	126983.82	0	108842.65	0	377763.14	NA
ES8917	346648.95	387201.53	0	9896.81	2175.2	2645.03	0	0	31001.03	37162.5	816731.05	NA
ES8918	526847.35	318255.69	0	21029.7	11499.82	3385.46	0	0	72181.19	47412.74	1000611.95	NA
ES8919	229192.19	136255.45	4119.5	18588.04	2949.32	767.07	0	0	314139.1	294394.09	1000404.76	NA
ES8920	309762.26	390640.4	0	967.65	7619.97	35794.94	0	0	195508.38	60311	1000604.6	NA
ES8921	229481.18	212128.03	0	0	0	3796.16	0	0	112538.82	442652.04	1000596.23	NA
ES8922	174101.61	30658.25	0	0	0	116.39	0	0	85465.64	710286.06	1000627.95	6
ES8923	298921.3	53691.6	0	0	4492.79	0	8159.99	0	448117.9	187028.87	1000412.45	NA
ES8924	481459.36	37593.96	0	0	29220.21	24.11	59101.44	0	266973.85	126262.53	1000635.46	NA
ES8925	718327.12	0	0	3447.49	1945.08	0	4114.09	0	140060.18	132510.71	1000404.67	3
ES8926	475784.14	0	0	173.52	0	0	0	0	139027.12	385211.98	1000196.76	NA
ES8927	595570.38	34973.74	0	13432.18	0	86700.73	4350.98	0	20885.99	244713.49	1000627.49	NA
ES8928	546376.19	0	0	9752.18	0	198.45	95.58	0	85368.56	358851.35	1000642.31	NA
ES8929	598712.14	748.46	0	0	0	0	0	0	3566.26	28159.38	631186.24	3
ES8932	269181.83	13470.42	0	0	0	0	0	0	80.31	241360.14	524092.7	NA
ES8933	74714.2	81126.66	0	0	0	0	0	0	59059.02	785758.28	1000658.16	6
ES8934	445922.52	65073.16	0	4062.78	0	5978.67	0	0	52749.76	426648.84	1000435.73	NA
ES8935	415083.8	95541.65	0	0	5031.74	0	0	0	136900.22	348101.21	1000658.62	NA
ES8936	155319.75	57681.84	0	0	0	0	0	0	637517.57	150139.31	1000658.47	NA
ES8937	226369.17	0.39	0	0	15599.38	1017.63	0	0	226896.52	530576.04	1000459.13	NA
ES8938	190023.17	22149.97	0	0	0	0	0	0	485123.31	303384.81	1000681.26	NA
ES8939	836403.95	0	0	3400.75	1501.51	0	0	0	1630.02	157300.94	1000237.17	3
ES8940	845905.98	19918.55	0	101.69	0	9026.58	0	0	0	125490.76	1000443.56	3
ES8941	710647.55	45125.14	0	0	0	0	0	0	3642.22	241259.44	1000674.35	3
ES8942	568627.49	25421.47	0	6191.22	0	0	0	0	24775.4	375459.25	1000474.83	NA
ES8943	791193.36	31337.83	0	0	0	0	0	0	0	177951.27	1000482.46	3
ES8944	878613.24	11870.38	0	0	0	0	0	0	0	110213.92	1000697.54	3
ES8945	836514.87	74019.87	0	0	0	0	0	0	0	90162.72	1000697.46	3
ES8946	632685.85	248598.96	0	0	4294.13	0	0	0	2902.03	112001.01	1000481.98	NA
ES8947	779696.56	41811.46	0	0	2023.52	0	0	0	0	176966.74	1000498.28	3
ES8948	819164.25	64172.6	0	0	1040.58	0	0	0	0	116359.05	1000736.48	3
ES8949	849489.85	12749.67	0	0	0	0	0	0	0	138504.69	1000744.21	3
ES8950	699003.89	30827.12	0	0	2946.01	35464.02	0	0	100283.43	131996.73	1000521.2	NA
ES8951	784717.38	138396.23	0	0	21969.23	5377.66	0	0	0	50070.1	1000530.6	3
ES8952	796121.12	125510.73	0	0	2570.67	1291.37	0	0	2773.23	72460.98	1000728.1	3
ES8953	705452.76	96904.19	0	0	0	0	0	0	2220.27	196158.99	1000736.21	3
ES8954	502779.9	425034.04	13117.29	0	2002.86	0	0	0	13066.17	43891.98	999892.24	NA
ES8955	469481.29	220081.78	0	0	0	1945.8	0	0	236822.66	72396.57	1000728.1	NA
ES8956	711593.55	80815.77	0	0	0	8936.97	0	0	2824.56	196574.01	1000744.86	3
ES8957	468897.56	130035.78	0	0	1793.9	18630.88	0	0	0	381178.13	1000536.25	NA
ES8958	281311.62	61159.27	0	0	0	0	0	0	26052.47	632013.76	1000537.12	NA
ES8959	320340.48	63589.76	0	0	15242.1	31370.9	0	0	13716.7	556492.35	1000752.29	NA
ES8960	258124.04	265303.98	0	0	0	35546.51	0	0	227191.18	214601.37	1000767.08	NA
ES8961	869455.16	26837.87	0	0	0	14324.32	0	0	64125.11	25603.63	1000346.09	3
ES8962	339110.42	349227.03	0	0	0	4728.09	0	0	7223.78	300485.74	1000775.06	NA
ES8963	111441.85	834285.89	0	0	6098.82	19863.14	2709.94	4486.42	42.64	21854.61	1000783.31	1
ES8964	94836.42	296253.71	0	0	4428.17	35006.51	338660.1	17002.77	53804.27	160384.15	1000376.1	NA
ES8965	602751.95	14353.39	0	0	1625.42	0	0	0	118.36	381949.87	1000798.99	NA
ES8966	773329.77	2641.33	0	0	4102.2	239.17	0	0	1563.77	218891.26	1000767.5	3
ES8967	823706.33	6466.67	0	0	5602.43	3825.88	0	0	16438.43	144329.13	1000368.87	3
ES8968	949838.59	0	0	0	5592.83	0	0	0	8417.87	36559.32	1000408.61	3
ES8969	781050.21	2282.64	0	0	4563.24	1520.68	0	0	27890.2	183538.59	1000845.56	3
ES8970	850064.2	24386.37	0	0	7489.91	978.63	0	0	76625.38	40871.14	1000415.63	3
ES8971	862179.92	5862.77	0	0	1488.3	0	0	0	123635.55	7639.84	1000806.38	3
ES8972	771448.5	0	0	0	0	437.28	0	0	182576.75	46367.05	1000829.58	3
ES8973	857299.72	0	0	0	0	0	0	0	125574.59	17541.65	1000415.96	3
ES8974	338184.55	14035.57	0	0	0	0	0	0	40280.85	608336.64	1000837.61	NA
ES8975	162468.07	1879.58	0	0	0	0	0	0	79124.98	757380.21	1000852.84	6
ES8976	606871.88	0	0	0	5098.35	0	0	0	9346.88	379075.02	1000392.13	NA
ES8977	548076.53	69365.82	0	0	0	22349.26	0	9929.18	351132.03	0	1000852.82	NA
ES8978	486916.25	24457.62	0	0	0	15941.36	9185.95	82300.84	80220.17	301647.61	1000669.8	NA
ES8979	257511.94	191826.48	0	0	491.94	113155.98	51391.75	11433.26	276224.24	98626.11	1000661.7	NA
ES8980	643756.55	30331.03	0	0	0	47855.97	0	52.04	278895.65	0	1000891.24	NA
ES8981	7302.92	0	0	0	0	0	0	811.85	992338.9	0	1000453.67	5
ES8982	0	0	0	0	0	0	0	0	1000470.03	0	1000470.03	5
ES8983	55404.19	24637.11	0	0	885.96	121254.87	423351.7	114652.02	260491.18	0	1000677.03	NA
ES8984	28118.68	13218.74	0	0	2587.31	131460.02	639536.14	116375.22	35372.14	34024.6	1000692.85	NA
ES8985	26854.3	0	0	0	0	148986.89	253631.53	290831.27	280612.51	0	1000916.5	NA
ES8986	20192.99	0	0	0	0	67304.57	155307.31	280106.2	477581.86	0	1000492.93	NA
ES8987	17108.36	0	0	0	0	10091.77	55613.24	193459.17	724643.85	0	1000916.39	5
ES8988	28444.35	0	0	0	0	9605.8	119319.6	24538.92	818808.04	0	1000716.71	5
ES8989	498905.53	0	0	0	0	0	157579.2	0	344231.83	0	1000716.56	NA
ES8990	0	0	0	0	0	0	382473.99	0	618495.9	0	1000969.89	NA
ES8991	10490.75	0	0	0	0	0	22855.56	0	967194.02	0	1000540.33	5
ES8992	207201.66	0	0	0	0	32554.48	188200.26	0	24845.39	0	452801.79	NA
ES9016	7287.31	10683.44	0	0	0	0	0	0	9556.71	0	27527.46	NA
ES9017	8582.27	865964.17	0	6264.31	0	0	0	0	47716.32	0	928527.07	1
ES9018	142322.64	816735.34	0	25533.23	0	8193.79	0	0	6576.21	1031.6	1000392.81	1
ES9019	500795.43	265539.57	0	7713.45	0	843.33	0	0	176962.81	48738.52	1000593.11	NA
ES9020	503277.4	253975.57	0	12530.93	0	5629.17	0	0	85158.65	140037.03	1000608.75	NA
ES9021	243090.91	328016.79	0	0	0	23132.74	0	0	117274.1	289093.86	1000608.4	NA
ES9022	276568.03	420980.03	0	2240.19	2427.6	6015.18	0	0	115786.82	176589.53	1000607.38	NA
ES9023	470446.89	116265.17	0	8350.33	0	1608.34	0	0	81962.29	321751.57	1000384.59	NA
ES9024	533188.21	63560.83	0	0	6281.94	2016.02	15540.8	0	184074.86	195731.15	1000393.81	NA
ES9025	524612.55	34944.85	0	0	18709.44	0	45832.07	0	335235.28	40844.77	1000178.96	NA
ES9026	371115.03	570.61	0	0	17773.46	1949.36	40488.28	0	147464.16	421238.48	1000599.38	NA
ES9027	271702.9	0	0	0	211.95	11912.23	0	0	132493.67	584304.28	1000625.03	NA
ES9028	60301.95	71701.55	0	0	4484.19	10235.4	5292.59	0	360733.6	487874.05	1000623.33	NA
ES9029	19607.08	247.97	0	0	0	56.72	0	0	27767.02	204252.18	251930.97	6
ES9032	69233.85	7003.66	0	0	0	3245.73	0	0	15284.14	44124.94	138892.32	NA
ES9033	36043.72	36424.21	0	0	0	0	0	0	62853.9	332287.44	467609.27	6
ES9034	228009.32	75460	0	0	403.32	0	0	0	0	210382.27	514254.91	NA
ES9035	15018.23	33374.9	0	0	0	12417.38	0	0	0	43201.13	104011.64	NA
ES9036	51520.55	44928.85	0	0	0	16486.68	0	0	355689.24	210856.54	679481.86	NA
ES9037	394010.24	39411.69	0	0	14.01	3391.81	0	0	309381.98	254430.6	1000640.33	NA
ES9038	676128.81	25932.67	0	0	15383.63	0	0	0	55848.32	227161.97	1000455.4	NA
ES9039	666322.77	8421.34	0	1806.32	17433.9	22084.15	0	0	977.91	282987.44	1000033.83	NA
ES9040	678534.17	20512.13	0	4152.72	0	0	0	0	0	297478.85	1000677.87	NA
ES9041	547974.71	53012.68	0	51.19	0	0	0	0	0	399648.56	1000687.14	NA
ES9042	534908.3	377638.07	0	189.93	0	0	0	0	5079.02	82646.89	1000462.21	NA
ES9043	641858.32	253502.1	0	0	4822.47	0	0	0	0	100265.55	1000448.44	NA
ES9044	859862.4	22215.37	0	0	0	0	0	0	0	118599.34	1000677.11	3
ES9045	784400.13	37020.29	0	0	0	0	0	0	0	179250.1	1000670.52	3
ES9046	838806.43	35369.95	0	0	0	0	0	0	33626.38	92668.23	1000470.99	3
ES9047	832692.17	0	0	0	0	0	0	0	0	167772.14	1000464.31	3
ES9048	839945.48	12299.16	0	0	0	0	0	0	0	148432.58	1000677.22	3
ES9049	896052.62	0	0	0	0	0	0	0	0	104649.79	1000702.41	3
ES9050	703412.93	3802.17	0	0	0	0	0	0	0	293247.19	1000462.29	3
ES9051	507406.63	214299.82	0	0	58.32	0	0	0	0	278722.25	1000487.02	NA
ES9052	728886.61	0	0	0	0	0	0	0	4168.96	267637.34	1000692.91	3
ES9053	686286.87	7855.97	0	0	0	0	0	0	0	306160.86	1000303.7	NA
ES9054	642334.35	46384.25	0	0	0	0	0	0	20772.77	290819.76	1000311.13	NA
ES9055	778466.43	75555.48	0	0	0	0	0	0	2563.16	144131.75	1000716.82	3
ES9056	672531.66	117690.34	7593.02	0	2341.23	1344.69	0	0	43893.63	155330.04	1000724.61	NA
ES9057	708195.21	134406.71	0	0	0	58412.81	0	0	57406.43	42097.02	1000518.18	3
ES9058	454933.12	131393.85	28.43	0	2470.49	18243.98	0	0	0	393478.59	1000548.46	NA
ES9059	385577.66	250271.24	8867.53	0	0	4331.56	0	0	94344.75	257356.43	1000749.17	NA
ES9060	660435.81	314480.76	0	0	12242.45	241.54	0	0	0	13139.46	1000540.02	NA
ES9061	701278.3	170849.16	0	0	28057.58	2619.22	0	0	76287.57	21473.17	1000565	3
ES9062	427252.46	166244.95	0	0	1909.76	1560.61	7217.08	0	17597.39	378997.88	1000780.13	NA
ES9063	362221.44	456670.82	0	0	171.55	33154.27	40988.35	0	67909.48	39457.34	1000573.25	NA
ES9064	138736.04	140779.19	0	0	9032.42	25345.41	303593.43	18747.22	159031.38	205291.16	1000556.25	NA
ES9065	454363.98	42723.79	0	0	4296.49	542.92	0	0	46373.29	452471.44	1000771.91	NA
ES9066	272366.92	53655.74	0	0	1038.7	911.19	0	0	63989.45	608617.74	1000579.74	NA
ES9067	545939.22	9232.59	0	0	1672.11	660.31	0	0	6346.09	436522.82	1000373.14	NA
ES9068	850024.06	2422.77	0	0	4896.84	3156.16	0	0	29765.07	110299.35	1000564.25	3
ES9069	749552.4	7957.32	0	0	4696.02	427.12	0	0	68368.93	169578.64	1000580.43	3
ES9070	764787.04	0	0	0	1702.56	2173.26	0	0	4332.82	227599.99	1000595.67	3
ES9071	697760.61	15931	0	0	0	1314.27	0	0	151929.54	133668.01	1000603.43	NA
ES9072	777706.72	4370.22	0	0	0	0	0	0	167163.62	51601.22	1000841.78	3
ES9073	786873.13	0	0	0	0	2183.44	0	0	59991.43	151586.33	1000634.33	3
ES9074	717006.73	13677.32	0	0	0	0	0	0	59733.39	210193.63	1000611.07	3
ES9075	611246.42	5394.95	0	0	0	0	0	0	118410.1	265774.54	1000826.01	NA
ES9076	825318.33	3196.58	0	0	2170.4	30963.24	0	0	75438.46	63532.01	1000619.02	3
ES9077	60124.2	4275.21	0	0	1576.38	411858.56	0	110325.11	412186.23	297.02	1000642.71	4
ES9078	61681.77	155820.74	4364.77	0	4151.13	209690.28	85889.02	157982.03	318973.95	2088.56	1000642.25	4
ES9079	86742.63	12706.02	0	0	1822.98	159345.6	596130.08	43929.48	99942.05	0	1000618.84	NA
ES9080	375568.07	8760.65	0	0	0	111094.11	347779.27	6476.95	151170.31	0	1000849.36	NA
ES9081	16142.57	0	0	0	0	534.59	0	824.19	982935	0	1000436.35	5
ES9082	19012.71	0	0	0	0	0	15516.13	33901.15	932012.57	0	1000442.56	5
ES9083	14015.37	1104.84	0	0	0	13163.96	856578.48	84684.21	31127.04	0	1000673.9	NA
ES9084	11451	10870.59	0	0	764.25	98559.14	39992.8	201210.78	634978.51	2853.34	1000680.41	NA
ES9085	0	0	0	0	0	0	24241.17	0	976639.56	0	1000880.73	5
ES9086	0	0	0	0	0	0	140617.15	0	859833.47	0	1000450.62	5
ES9087	0	0	0	0	0	0	334002.15	0	666917.89	0	1000920.04	NA
ES9088	23426.62	0	0	0	0	26223.85	721131.41	0	181539.28	48382.84	1000704	NA
ES9089	74689.39	0	0	0	0	45026.21	607190.82	0	215389.14	58417.42	1000712.98	NA
ES9090	204859.73	0	0	0	0	0	297492.55	0	334692.03	163875.26	1000919.57	NA
ES9091	353339.52	0	0	0	0	36538.38	202090.43	0	408255.77	266.39	1000490.49	NA
ES9092	329996.63	0	0	0	0	8284.63	158337.57	0	30889.69	0	527508.52	NA
ES9116	44231.28	109153.83	0	0	0	0	0	0	16125.06	955.56	170465.73	NA
ES9117	3135.03	972606.21	0	0	0	0	0	0	0	0	975741.24	1
ES9118	231764	664478.09	25001.94	12531.17	0	0	0	0	34874.7	31717.04	1000366.94	NA
ES9119	396566.76	227701.41	21211.25	12753.99	0	0	0	0	7210.62	335152.69	1000596.72	NA
ES9120	357549.63	76562.93	0	14026.64	0	1307.76	0	0	1347.45	549802.78	1000597.19	NA
ES9121	266320.39	414239.3	12936.67	17954.64	3149.78	5685.14	0	0	128689.37	151614.03	1000589.32	NA
ES9122	780766.54	121475.94	5053.69	23676.01	0	71.14	0	0	25153.94	44200.88	1000398.14	3
ES9123	500303.32	122235.07	36303.95	5242.84	0	35323.54	0	0	88970.01	212249.65	1000628.38	NA
ES9124	524799.89	156313.55	0	4531.84	3035.24	12563.41	227.54	0	120924.05	177811.24	1000206.76	NA
ES9125	694361.18	127089.84	0	2156.11	2460.98	0	32034.94	0	129241.74	13083.68	1000428.47	NA
ES9126	382378.23	163233.61	0	0	12256.14	19954.45	2096.09	0	115989.56	304720.62	1000628.7	NA
ES9127	145995.39	105049.55	0	0	12615.76	3468.43	42991.19	0	337852.22	352441.62	1000414.16	NA
ES9128	52405.23	26559.41	0	0	10092.09	0	52832.98	0	740349.32	545.87	882784.9	5
ES9129	34391.58	53513.63	0	0	9835.41	0	28358.88	0	412073.03	13367.22	551539.75	5
ES9136	8637.1	0	0	0	0	0	0	0	0	531.21	9168.31	3
ES9137	149937.15	9952.46	0	0	0	380.53	0	0	109950.86	1029.37	271250.37	NA
ES9138	473141.74	40408.15	0	0	9758.47	0	0	0	33407.51	18365	575080.87	3
ES9139	526444.85	0	0	1672.93	1919.13	17685.96	0	0	54200.51	398513.06	1000436.44	NA
ES9140	115350.37	74292.74	0	0	0	9686.28	0	0	32011.02	769127.89	1000468.3	6
ES9141	598746.18	157655.63	0	4595.5	2062.81	12228.64	0	0	8349.18	217068.24	1000706.18	NA
ES9142	851137.23	120819.06	0	0	0	0	0	0	0	28534.15	1000490.44	3
ES9143	576229.15	72319.87	0	0	522.35	0	0	0	1369.83	350241.21	1000682.41	NA
ES9144	630155.53	70909.47	0	2294.63	825.65	0	0	0	30221.88	266068.86	1000476.02	NA
ES9145	319915.67	1221.86	0	0	0	0	0	0	48853.08	630700.45	1000691.06	NA
ES9146	584232.03	256414.72	0	0	2353.91	22186.12	0	0	63512.28	71799.49	1000498.55	NA
ES9147	568291.9	171053.98	0	0	0	0	0	0	416.04	260736.78	1000498.7	NA
ES9148	742085.07	121818.98	0	0	3097.53	0	0	0	13316.69	120402.66	1000720.93	3
ES9149	717953.89	88906.89	0	0	1818.25	8585.44	0	0	74758.94	108675.7	1000699.11	3
ES9150	303159.99	21430.01	0	0	0	0	0	0	28722.3	647178.47	1000490.77	NA
ES9151	61948.68	4856.2	0	0	0	0	0	0	0	933740.99	1000545.87	6
ES9152	587297.81	37957.72	0	0	0	0	0	0	10581.95	364723.78	1000561.26	NA
ES9153	563880.64	55912.35	0	0	0	0	0	0	12752.24	367786.1	1000331.33	NA
ES9154	687215.37	18511.46	0	0	0	4805.54	0	0	9296.45	280693.74	1000522.56	NA
ES9155	864565.49	21860.9	0	0	2868.79	0	0	0	0	111426.3	1000721.48	3
ES9156	773814.31	16780.29	0	0	0	1937.42	0	0	5240.94	202972.2	1000745.16	3
ES9157	752256.52	10895.02	0	0	0	0	0	0	55095.06	182091.87	1000338.47	3
ES9158	211551.61	179257.69	4624.85	0	13196.13	0	0	0	307687.98	284433.88	1000752.14	NA
ES9159	489709.72	208106.04	4542.41	0	1877.11	0	0	0	12410	284099.81	1000745.09	NA
ES9160	637228.82	169445.39	0	0	3427.61	3440.02	8259.17	0	12654.47	165867.55	1000323.03	NA
ES9161	506879.27	161612.89	0	0	3558.26	61390.16	50701.27	0	49263.86	167362.7	1000768.41	NA
ES9162	166614.14	91627.69	0	0	0	160890.9	279947.31	24780.15	154562.98	122344.9	1000768.07	NA
ES9163	158108.65	41841.51	0	0	0	169158.19	275676.86	38605.73	316978.8	0	1000369.74	NA
ES9164	112303.2	63218.37	0	0	1404.93	155828.21	508082.68	45565.36	97410.01	16986.38	1000799.14	NA
ES9165	576066.45	249028.69	0	0	10274.12	83095.04	0	6.27	62382.87	19930.29	1000783.73	NA
ES9166	203585.36	634901.76	0	0	14088.59	73906.98	0	0	54366.68	19520.59	1000369.96	NA
