"location_id","regio","hok","status","gereserveerd","jaar","laatste_bezoek","recall"
6046,"Antwerpen Noord","ES9876","actief",1,"2021","2021-06-15",NULL
6045,"Antwerpen Noord","ES9877","actief",1,"2019","2019-07-07",NULL
6205,"Antwerpen Noord","ES9980","actief",1,"2019","2019-06-23",NULL
6207,"Antwerpen Noord","ES9982","actief",1,"2021","2021-06-29",NULL
6206,"Antwerpen Noord","ES9988","actief",1,"2019","2019-06-28",NULL
6204,"Antwerpen Noord","FS0083","actief",0,"2019","2019-06-23",NULL
6203,"Antwerpen Noord","FS0088","actief",1,"2020","2020-06-13","2021"
6043,"Antwerpen Noord","FS0173","actief",1,"2019","2019-06-13",NULL
6042,"Antwerpen Noord","FS0176","actief",1,"2021","2021-06-14",NULL
6041,"Antwerpen Noord","FS0177","actief",1,"2020","2020-06-02",NULL
6202,"Antwerpen Noord","FS0187","actief",1,"2021","2018-06-11",NULL
6040,"Antwerpen Noord","FS0273","actief",1,"2019","2019-06-13",NULL
6201,"Antwerpen Noord","FS0282","actief",1,"2020","2020-07-09",NULL
6200,"Antwerpen Noord","FS0381","actief",1,"2019","2019-06-23",NULL
6199,"Antwerpen Noord","FS0389","actief",1,"2021","2021-06-06",NULL
6038,"Antwerpen Noord","FS0478","actief",0,"2019","2019-07-08",NULL
6198,"Antwerpen Noord","FS0480","actief",1,"2020","2020-06-21",NULL
6197,"Antwerpen Noord","FS0488","actief",1,"2020","2020-06-17",NULL
6196,"Antwerpen Noord","FS0489","actief",1,"2019","2019-06-10",NULL
6195,"Antwerpen Noord","FS0588","actief",1,"2020","2017-07-07","2021"
6037,"Antwerpen Noord","FS0679","actief",1,"2021","2021-07-09",NULL
6194,"Antwerpen Noord","FS0685","actief",1,"2019","2019-07-15",NULL
6193,"Antwerpen Noord","FS0780","actief",0,"2020","2017-07-12",NULL
6192,"Antwerpen Noord","FS0785","actief",1,"2021","2018-07-15",NULL
6298,"Antwerpen Noord","FS0791","actief",1,"2020","2014-06-02","2021"
5267,"Cinerea","ES5824","actief",1,"2019","2019-05-09",NULL
5525,"Cinerea","ES5940","actief",1,"2019","2019-07-09",NULL
5266,"Cinerea","ES6128","actief",1,"2020","2017-06-30","2021"
5376,"Cinerea","ES6137","actief",1,"2021","2021-06-10",NULL
5524,"Cinerea","ES6140","actief",1,"2020","2020-07-06",NULL
5523,"Cinerea","ES6145","actief",1,"2019","2019-07-10",NULL
5522,"Cinerea","ES6247","actief",1,"2021","2018-07-07",NULL
5375,"Cinerea","ES6334","actief",1,"2020","2021-07-04","2021"
5374,"Cinerea","ES6336","actief",1,"2021",NULL,NULL
5161,"Cinerea","ES6418","actief",1,"2020","2017-06-16","2021"
5373,"Cinerea","ES6430","actief",1,"2019","2019-06-22",NULL
5372,"Cinerea","ES6436","actief",1,"2021",NULL,NULL
5265,"Cinerea","ES6621","actief",1,"2019","2019-06-14",NULL
5264,"Cinerea","ES6723","actief",1,"2019","2019-06-22",NULL
5160,"Cinerea","ES6817","actief",1,"2019","2019-07-11",NULL
5371,"Cinerea","ES6839","actief",1,"2021","2021-05-29",NULL
5263,"Cinerea","ES6923","actief",1,"2021","2021-06-20",NULL
5262,"Cinerea","ES6924","actief",1,"2020","2021-06-12","2021"
5261,"Cinerea","ES6925","actief",1,"2020","2021-06-12","2021"
5370,"Cinerea","ES6939","actief",1,"2021","2021-05-30",NULL
5159,"Cinerea","ES7019","actief",1,"2021","2018-06-02",NULL
5521,"Cinerea","ES7149","actief",1,"2021","2018-07-01",NULL
5368,"Cinerea","ES7337","actief",1,"2020","2021-05-23","2021"
5260,"Cinerea","ES7427","actief",1,"2019","2019-06-23",NULL
5694,"Cinerea","ES7454","actief",1,"2020","2020-06-01",NULL
5259,"Cinerea","ES7527","actief",1,"2021","2021-06-13",NULL
5693,"Cinerea","ES7752","actief",1,"2020","2021-04-14","2021"
5520,"Cinerea","ES8044","actief",1,"2021","2018-04-13",NULL
5163,"Citrinella","ES6218","actief",0,"2019","2013-06-27",NULL
5158,"Citrinella","ES7518","actief",1,"2021","2021-05-31","2021"
5156,"Citrinella","ES7618","actief",1,"2019","2019-07-05",NULL
5258,"Citrinella","ES7726","actief",1,"2021","2012-03-12",NULL
5257,"Citrinella","ES7922","actief",1,"2019","2019-06-22",NULL
5256,"Citrinella","ES8124","actief",1,"2020","2014-06-22","2021"
5154,"Citrinella","ES8218","actief",0,NULL,NULL,NULL
5153,"Citrinella","ES8219","actief",0,"2020","2008-07-13",NULL
5255,"Citrinella","ES8429","actief",1,"2020","2011-06-12","2021"
5254,"Citrinella","ES8529","actief",1,"2020","2011-06-12","2021"
5152,"Citrinella","ES8716","actief",1,"2019","2010-07-14","2021"
5253,"Citrinella","ES8720","actief",0,"2019","2010-07-13",NULL
5252,"Citrinella","ES8925","actief",0,"2020",NULL,NULL
5151,"Citrinella","ES9017","actief",1,"2021","2009-07-11",NULL
5150,"Citrinella","ES9018","actief",1,"2021","2009-07-11",NULL
5149,"Citrinella","ES9117","actief",1,"2021","2009-07-11",NULL
5251,"Citrinella","ES9128","actief",1,"2021","2021-05-23","2021"
5148,"Citrinella","ES9217","actief",1,"2019",NULL,"2021"
5147,"Citrinella","ES9218","actief",1,"2020",NULL,"2021"
5250,"Citrinella","ES9222","actief",0,NULL,NULL,NULL
5249,"Citrinella","ES9326","actief",0,NULL,NULL,NULL
5146,"Citrinella","ES9419","actief",1,"2019","2016-07-11","2021"
5248,"Citrinella","ES9420","actief",1,"2020","2014-07-14","2021"
5247,"Citrinella","ES9522","actief",1,"2019","2016-06-27","2021"
5246,"Citrinella","ES9625","actief",1,"2020","2012-06-17","2021"
5245,"Citrinella","ES9725","actief",1,"2020","2014-03-29","2021"
5243,"Citrinella","ES9823","actief",0,"2020",NULL,NULL
5242,"Citrinella","ES9824","actief",1,"2021","2012-06-17",NULL
5240,"Citrinella","ES9825","actief",1,"2021","2012-05-01",NULL
5733,"De Torenvalk","ES1253","actief",1,"2019","2021-07-09","2021"
5732,"De Torenvalk","ES1452","actief",1,"2020","2020-07-09",NULL
5551,"De Torenvalk","ES1649","actief",1,"2021","2021-07-09",NULL
5549,"De Torenvalk","ES1745","actief",1,"2021","2021-05-31",NULL
5731,"De Torenvalk","ES1753","actief",1,"2019","2019-07-09",NULL
5913,"De Torenvalk","ES1762","actief",0,"2021","2015-07-15",NULL
5548,"De Torenvalk","ES1844","actief",1,"2019","2019-07-10",NULL
5547,"De Torenvalk","ES2044","actief",1,"2019",NULL,"2021"
5546,"De Torenvalk","ES2144","actief",1,"2021",NULL,NULL
5730,"De Torenvalk","ES2451","actief",1,"2020","2014-07-06","2021"
5729,"De Torenvalk","ES2454","actief",1,"2019",NULL,"2021"
5728,"De Torenvalk","ES2550","actief",1,"2021","2015-07-07",NULL
5727,"De Torenvalk","ES2554","actief",1,"2021",NULL,NULL
5545,"De Torenvalk","ES2649","actief",0,"2019","2007-07-15","2021"
5726,"De Torenvalk","ES2655","actief",1,"2019","2016-06-18","2021"
5725,"De Torenvalk","ES2659","actief",1,"2020","2014-06-28","2021"
5544,"De Torenvalk","ES2748","actief",0,"2021","2009-07-14",NULL
5724,"De Torenvalk","ES2755","actief",1,"2021","2015-06-27",NULL
5543,"De Torenvalk","ES2844","actief",1,"2020","2014-06-12","2021"
5542,"De Torenvalk","ES2847","actief",1,"2019","2016-07-15","2021"
5541,"De Torenvalk","ES2849","actief",0,"2020",NULL,"2021"
5244,"Dijleland","ES9922","actief",1,"2019","2015-07-05","2021"
5241,"Dijleland","ES9924","actief",1,"2021","2015-07-07",NULL
5239,"Dijleland","FS0021","actief",1,"2020","2015-05-30","2021"
5238,"Dijleland","FS0022","actief",1,"2019","2013-07-06","2021"
5237,"Dijleland","FS0023","actief",1,"2019","2013-07-06","2021"
5236,"Dijleland","FS0024","actief",1,"2021","2018-06-27",NULL
5235,"Dijleland","FS0025","actief",1,"2019","2019-06-18",NULL
5234,"Dijleland","FS0122","actief",1,"2020","2020-06-16",NULL
5233,"Dijleland","FS0124","actief",1,"2021","2018-06-27",NULL
5232,"Dijleland","FS0125","actief",1,"2019","2019-06-18",NULL
5231,"Dijleland","FS0222","actief",1,"2020","2020-06-16",NULL
5230,"Dijleland","FS0228","actief",0,"2020","2011-07-15",NULL
5229,"Dijleland","FS0229","actief",0,"2020","2011-07-15",NULL
5363,"Dijleland","FS0230","actief",0,"2020","2011-07-12",NULL
5228,"Dijleland","FS0324","actief",1,"2020","2020-06-21",NULL
5227,"Dijleland","FS0329","actief",0,"2020","2011-07-15",NULL
5362,"Dijleland","FS0330","actief",0,"2020","2011-07-12",NULL
5226,"Dijleland","FS0428","actief",1,"2020","2020-05-21",NULL
5225,"Dijleland","FS0429","actief",1,"2021","2021-06-27",NULL
5224,"Dijleland","FS0524","actief",1,"2021","2018-06-24",NULL
5223,"Dijleland","FS0529","actief",1,"2021","2021-03-28",NULL
5222,"Dijleland","FS0720","actief",1,"2020","2020-07-15",NULL
5221,"Dijleland","FS0728","actief",1,"2021","2021-05-12",NULL
5220,"Dijleland","FS0729","actief",1,"2021","2021-05-12",NULL
5358,"Dijleland","FS0731","actief",1,"2021","2021-07-10",NULL
5219,"Dijleland","FS0821","actief",1,"2020","2020-07-15",NULL
5218,"Dijleland","FS0922","actief",1,"2020","2011-07-07","2021"
5217,"Dijleland","FS1123","actief",0,NULL,NULL,NULL
5216,"Dijleland","FS1223","actief",0,NULL,NULL,NULL
5357,"Dijleland","FS1334","actief",1,"2019","2019-07-14",NULL
5356,"Dijleland","FS1530","actief",1,"2019","2019-06-30",NULL
5214,"Dijleland","FS1624","actief",1,"2021","2018-07-13",NULL
5213,"Dijleland","FS1627","actief",1,"2021","2021-05-22",NULL
5355,"Dijleland","FS1633","actief",1,"2019","2019-04-14","2021"
5212,"Dijleland","FS1728","actief",1,"2019","2019-07-07",NULL
5211,"Dijleland","FS1729","actief",1,"2019","2019-07-06",NULL
5354,"Dijleland","FS1832","actief",1,"2021","2021-07-14",NULL
5353,"Dijleland","FS1833","actief",1,"2020","2020-07-15",NULL
5351,"Dijleland","FS1834","actief",1,"2020","2021-06-27","2021"
5503,"Dijleland","FS1844","actief",1,"2021","2021-07-09",NULL
5208,"Dijleland","FS1928","actief",1,"2020","2020-03-27","2021"
5352,"Dijleland","FS1933","actief",1,"2020","2020-07-15",NULL
5350,"Dijleland","FS1935","actief",1,"2019","2019-07-14",NULL
5207,"Dijleland","FS2028","actief",1,"2021","2018-07-15",NULL
5206,"Dijleland","FS2129","actief",0,"2021","2021-06-13",NULL
5349,"Dijleland","FS2130","actief",1,"2019","2019-06-26",NULL
5348,"Dijleland","FS2132","actief",1,"2020","2020-06-21",NULL
5347,"Dijleland","FS2137","actief",1,"2019","2019-07-12",NULL
5346,"Dijleland","FS2138","actief",1,"2019","2019-06-09",NULL
5205,"Dijleland","FS2229","actief",1,"2021","2021-06-19",NULL
5345,"Dijleland","FS2230","actief",1,"2020","2020-06-03",NULL
5759,"Diksmuide","DS8150","actief",0,"2019","2007-07-15",NULL
5758,"Diksmuide","DS8350","actief",0,"2021",NULL,NULL
5757,"Diksmuide","DS8351","actief",0,"2020",NULL,NULL
5756,"Diksmuide","DS8352","actief",0,"2019","2007-07-08",NULL
5579,"Diksmuide","DS8441","actief",1,"2019","2021-03-29","2021"
5578,"Diksmuide","DS8445","actief",0,"2020","2008-06-24",NULL
5755,"Diksmuide","DS8451","actief",0,"2020",NULL,NULL
5577,"Diksmuide","DS8541","actief",1,"2019","2010-07-15","2021"
5576,"Diksmuide","DS8548","actief",0,"2019","2010-07-14",NULL
5575,"Diksmuide","DS8642","actief",0,"2019","2010-07-15",NULL
5574,"Diksmuide","DS8748","actief",1,"2021","2018-06-30",NULL
5754,"Diksmuide","DS8756","actief",1,"2020","2017-07-14","2021"
5573,"Diksmuide","DS8841","actief",0,"2019","2010-07-15",NULL
5572,"Diksmuide","DS8843","actief",0,"2019","2007-07-15",NULL
5570,"Diksmuide","DS8848","actief",0,"2019","2010-07-14",NULL
5753,"Diksmuide","DS8851","actief",1,"2019","2007-07-11","2021"
5751,"Diksmuide","DS8855","actief",0,"2021",NULL,NULL
5571,"Diksmuide","DS8945","actief",0,"2020","2008-07-11",NULL
5569,"Diksmuide","DS8948","actief",1,"2019","2010-07-14","2021"
5752,"Diksmuide","DS8951","actief",0,"2021",NULL,NULL
5568,"Diksmuide","DS9047","actief",0,"2020","2008-07-11",NULL
5567,"Diksmuide","DS9143","actief",0,"2019","2007-07-13",NULL
5566,"Diksmuide","DS9145","actief",1,"2019","2013-06-09","2021"
5750,"Diksmuide","DS9152","actief",0,"2021",NULL,NULL
5749,"Diksmuide","DS9154","actief",0,"2019","2010-04-13",NULL
5748,"Diksmuide","DS9450","actief",0,"2021",NULL,NULL
5746,"Diksmuide","DS9558","actief",1,"2021","2018-06-02",NULL
5564,"Diksmuide","DS9745","actief",1,"2021","2009-06-13",NULL
5563,"Diksmuide","DS9747","actief",1,"2019","2007-07-14","2021"
5699,"Durmevallei","ES6854","actief",1,"2019","2016-05-28","2021"
5884,"Durmevallei","ES6961","actief",1,"2021","2015-07-04",NULL
5883,"Durmevallei","ES6962","actief",1,"2019","2013-07-07","2021"
5882,"Durmevallei","ES6965","actief",1,"2021","2015-07-05",NULL
5881,"Durmevallei","ES6968","actief",1,"2021","2016-06-27",NULL
5698,"Durmevallei","ES7058","actief",1,"2019","2019-06-21",NULL
5697,"Durmevallei","ES7152","actief",0,"2020","2013-06-03",NULL
5696,"Durmevallei","ES7155","actief",1,"2021","2018-06-16",NULL
5880,"Durmevallei","ES7161","actief",1,"2020","2014-07-06","2021"
5695,"Durmevallei","ES7252","actief",0,"2019","2012-06-14",NULL
5692,"Durmevallei","ES7755","actief",0,"2020","2008-06-22",NULL
5691,"Durmevallei","ES7759","actief",1,"2020","2020-07-15",NULL
5879,"Durmevallei","ES7768","actief",1,"2019","2019-07-01",NULL
5878,"Durmevallei","ES7968","actief",1,"2021","2018-07-08",NULL
6070,"Durmevallei","ES7970","actief",1,"2019","2019-07-10",NULL
5877,"Durmevallei","ES8064","actief",1,"2021","2018-07-03",NULL
5876,"Durmevallei","ES8067","actief",1,"2020","2020-06-18",NULL
5875,"Durmevallei","ES8068","actief",1,"2019","2019-06-10",NULL
5688,"Durmevallei","ES8158","actief",1,"2020","2017-06-08","2021"
5874,"Durmevallei","ES8169","actief",1,"2020","2020-06-18",NULL
5873,"Durmevallei","ES8366","actief",0,"2021","2018-07-15",NULL
5192,"Fruitstreek","FS5120","actief",1,"2019","2016-07-09","2021"
5191,"Fruitstreek","FS5122","actief",1,"2020","2020-07-11",NULL
5145,"Fruitstreek","FS5218","actief",1,"2019","2016-07-09","2021"
5190,"Fruitstreek","FS5222","actief",1,"2020","2020-07-11",NULL
5189,"Fruitstreek","FS5226","actief",1,"2020","2020-06-16",NULL
5327,"Fruitstreek","FS5332","actief",1,"2020","2020-06-14",NULL
5326,"Fruitstreek","FS5431","actief",1,"2021","2018-06-17",NULL
5188,"Fruitstreek","FS5523","actief",1,"2021","2018-04-15",NULL
5325,"Fruitstreek","FS5531","actief",1,"2019","2019-06-09",NULL
5324,"Fruitstreek","FS5637","actief",1,"2021","2018-06-06",NULL
5187,"Fruitstreek","FS5722","actief",1,"2021","2018-04-15",NULL
5482,"Fruitstreek","FS5740","actief",0,"2020","2014-04-14",NULL
5481,"Fruitstreek","FS5841","actief",0,"2021","2009-06-17",NULL
5186,"Fruitstreek","FS6324","actief",1,"2020","2020-06-22",NULL
5323,"Fruitstreek","FS6331","actief",0,"2020","2017-07-09",NULL
5185,"Fruitstreek","FS6625","actief",1,"2020","2020-06-22",NULL
5322,"Fruitstreek","FS6731","actief",1,"2019","2019-06-22",NULL
5184,"Fruitstreek","FS6823","actief",1,"2019","2019-06-22",NULL
5183,"Fruitstreek","FS7025","actief",1,"2021","2021-07-10",NULL
5182,"Fruitstreek","FS7129","actief",1,"2021","2021-07-10",NULL
5321,"Fruitstreek","FS7133","actief",0,"2019","2016-06-26",NULL
5181,"Fruitstreek","FS7221","actief",0,"2020","2019-04-06",NULL
5180,"Fruitstreek","FS7422","actief",0,"2020",NULL,NULL
6022,"Geelse Vogelkijkers","FS3573","actief",1,"2020","2014-06-06","2021"
6019,"Geelse Vogelkijkers","FS3673","actief",1,"2019","2013-06-18","2021"
5841,"Geelse Vogelkijkers","FS3969","actief",0,"2019","2010-07-08",NULL
6016,"Geelse Vogelkijkers","FS3976","actief",1,"2019","2013-06-17","2021"
6015,"Geelse Vogelkijkers","FS4070","actief",1,"2019","2013-06-24","2021"
6014,"Geelse Vogelkijkers","FS4174","actief",1,"2020","2017-07-08","2021"
6013,"Geelse Vogelkijkers","FS4271","actief",1,"2021","2021-06-10",NULL
6012,"Geelse Vogelkijkers","FS4278","actief",1,"2020","2020-06-26",NULL
6011,"Geelse Vogelkijkers","FS4475","actief",1,"2020","2020-06-15",NULL
6010,"Geelse Vogelkijkers","FS4476","actief",1,"2019","2019-07-09",NULL
6009,"Geelse Vogelkijkers","FS4572","actief",0,"2019","2010-07-06",NULL
6008,"Geelse Vogelkijkers","FS4576","actief",1,"2021","2021-07-12",NULL
6007,"Geelse Vogelkijkers","FS4577","actief",1,"2019","2019-07-10",NULL
6006,"Geelse Vogelkijkers","FS4676","niet actief",0,NULL,"2012-05-30",NULL
5839,"Geelse Vogelkijkers","FS4764","actief",0,"2019","2010-07-09",NULL
5709,"Gent-Bovenschelde","ES4251","actief",1,"2019","2019-06-09",NULL
5707,"Gent-Bovenschelde","ES4352","actief",1,"2020","2020-06-07",NULL
5532,"Gent-Bovenschelde","ES4549","actief",1,"2019","2019-06-10",NULL
5706,"Gent-Bovenschelde","ES4857","actief",1,"2020","2015-05-25","2021"
5705,"Gent-Bovenschelde","ES4859","actief",1,"2020","2021-07-04","2021"
5530,"Gent-Bovenschelde","ES4948","actief",1,"2020","2020-07-14",NULL
5704,"Gent-Bovenschelde","ES5052","actief",1,"2020","2020-07-01",NULL
5703,"Gent-Bovenschelde","ES5157","actief",1,"2021","2021-06-27","2021"
5702,"Gent-Bovenschelde","ES5357","actief",1,"2020","2020-07-15",NULL
5893,"Gent-Bovenschelde","ES5361","actief",1,"2021","2017-04-10","2021"
5892,"Gent-Bovenschelde","ES5561","actief",1,"2021","2021-06-12","2021"
5891,"Gent-Bovenschelde","ES5565","actief",1,"2020","2021-05-01","2021"
5701,"Gent-Bovenschelde","ES5655","actief",1,"2019","2019-06-16",NULL
5526,"Gent-Bovenschelde","ES5748","actief",1,"2020","2017-06-25","2021"
5890,"Gent-Bovenschelde","ES5865","actief",1,"2019","2021-04-09","2021"
5889,"Gent-Bovenschelde","ES5866","actief",1,"2020","2021-06-09","2021"
5700,"Gent-Bovenschelde","ES5951","actief",1,"2019","2019-07-15",NULL
5888,"Gent-Bovenschelde","ES5966","actief",1,"2019","2021-04-09","2021"
5674,"Grote Nete","FS1755","actief",1,"2019","2013-04-17","2021"
5849,"Grote Nete","FS2564","actief",1,"2019","2016-04-14","2021"
5673,"Grote Nete","FS3054","actief",1,"2020","2020-06-16",NULL
5672,"Grote Nete","FS3458","actief",0,"2020",NULL,NULL
5847,"Grote Nete","FS3460","actief",0,"2021",NULL,NULL
5846,"Grote Nete","FS3465","actief",1,"2019","2010-04-07","2021"
5845,"Grote Nete","FS3563","actief",1,"2021","2018-04-14",NULL
5844,"Grote Nete","FS3566","actief",1,"2020","2014-04-24","2021"
5670,"Grote Nete","FS3757","actief",1,"2020","2014-04-05","2021"
5659,"Hasselt-Zonhoven","FS5750","actief",0,"2020","2008-06-10",NULL
5480,"Hasselt-Zonhoven","FS5849","actief",1,"2020","2020-07-04",NULL
5479,"Hasselt-Zonhoven","FS6148","actief",0,"2019","2013-07-12",NULL
5478,"Hasselt-Zonhoven","FS6149","actief",0,"2019","2016-04-17",NULL
5658,"Hasselt-Zonhoven","FS6152","niet actief",1,NULL,"2009-06-16",NULL
5657,"Hasselt-Zonhoven","FS6250","actief",0,"2021","2009-06-16",NULL
5477,"Hasselt-Zonhoven","FS6448","actief",1,"2019","2019-06-08",NULL
5476,"Hasselt-Zonhoven","FS6449","actief",0,"2020",NULL,NULL
5656,"Hasselt-Zonhoven","FS6450","actief",1,"2020","2017-06-24","2021"
5655,"Hasselt-Zonhoven","FS6451","actief",0,"2021","2012-06-28",NULL
5475,"Hasselt-Zonhoven","FS6549","actief",0,"2021","2009-06-29",NULL
5653,"Hasselt-Zonhoven","FS6550","actief",1,"2020","2017-07-13","2021"
5652,"Hasselt-Zonhoven","FS6554","actief",1,"2021","2021-06-27",NULL
5474,"Hasselt-Zonhoven","FS6643","actief",1,"2021","2021-07-06",NULL
5650,"Hasselt-Zonhoven","FS6650","actief",1,"2021","2018-06-26",NULL
5473,"Hasselt-Zonhoven","FS6744","actief",0,"2020","2019-07-13",NULL
5472,"Hasselt-Zonhoven","FS6746","actief",0,"2021","2015-07-11",NULL
5471,"Hasselt-Zonhoven","FS6845","actief",1,"2020","2014-07-07","2021"
5647,"Hasselt-Zonhoven","FS6853","actief",1,"2019","2016-06-23","2021"
5646,"Hasselt-Zonhoven","FS6953","actief",1,"2020","2017-07-01","2021"
5645,"Hasselt-Zonhoven","FS6954","actief",1,"2019","2013-06-25","2021"
5470,"Hasselt-Zonhoven","FS7044","actief",1,"2019","2016-07-08","2021"
5643,"Hasselt-Zonhoven","FS7051","actief",1,"2019","2019-06-11",NULL
5642,"Hasselt-Zonhoven","FS7052","actief",1,"2019","2019-06-26",NULL
5641,"Hasselt-Zonhoven","FS7053","actief",1,"2021","2018-05-15",NULL
5640,"Hasselt-Zonhoven","FS7054","actief",0,"2020","2014-07-05",NULL
5469,"Hasselt-Zonhoven","FS7146","actief",1,"2020","2017-07-01","2021"
5468,"Hasselt-Zonhoven","FS7147","actief",1,"2021","2018-06-30",NULL
5639,"Hasselt-Zonhoven","FS7151","actief",1,"2019","2019-06-30",NULL
5638,"Hasselt-Zonhoven","FS7152","actief",1,"2021","2021-06-07",NULL
5637,"Hasselt-Zonhoven","FS7153","actief",0,NULL,NULL,NULL
5636,"Hasselt-Zonhoven","FS7154","actief",0,"2020","2014-07-05",NULL
5467,"Hasselt-Zonhoven","FS7247","actief",0,NULL,NULL,NULL
5635,"Hasselt-Zonhoven","FS7250","actief",1,"2020","2020-06-18",NULL
5872,"Klein-Brabant","ES8661","actief",1,"2020","2014-06-24","2021"
5685,"Klein-Brabant","ES8956","actief",1,"2020","2009-05-31","2021"
5871,"Klein-Brabant","ES8963","actief",1,"2020","2008-07-06","2021"
5666,"Likona","FS4157","actief",0,"2019","2007-06-12",NULL
5840,"Likona","FS4162","actief",1,"2021","2021-03-23",NULL
5665,"Likona","FS4256","actief",1,"2019","2019-06-22",NULL
5664,"Likona","FS4356","actief",0,"2019","2007-06-17",NULL
5663,"Likona","FS4658","actief",1,"2020","2020-06-19","2021"
5487,"Likona","FS4843","actief",1,"2019","2016-06-21","2021"
5486,"Likona","FS5047","actief",1,"2020","2020-06-24","2021"
5838,"Likona","FS5061","actief",1,"2019",NULL,"2021"
5661,"Likona","FS5158","actief",0,NULL,NULL,NULL
5660,"Likona","FS5251","actief",1,"2021","2021-06-27",NULL
5483,"Likona","FS5343","actief",1,"2021","2018-04-15",NULL
5837,"Likona","FS5560","actief",0,NULL,NULL,NULL
5828,"Likona","FS6160","actief",0,NULL,NULL,NULL
5827,"Likona","FS6162","actief",0,NULL,NULL,NULL
5654,"Likona","FS6458","actief",0,"2021","2009-07-10",NULL
5810,"Likona","FS6460","actief",0,NULL,NULL,NULL
5651,"Likona","FS6559","actief",0,NULL,NULL,NULL
5807,"Likona","FS6560","actief",0,NULL,NULL,NULL
5649,"Likona","FS6657","actief",0,"2021","2009-07-10",NULL
5648,"Likona","FS6658","actief",0,NULL,NULL,NULL
5644,"Likona","FS6856","actief",0,"2021","2009-07-10",NULL
5632,"Likona","FS7351","actief",0,"2019","2010-06-25",NULL
5631,"Likona","FS7353","actief",0,"2019","2010-06-25",NULL
5466,"Likona","FS7448","actief",0,"2021","2009-06-22",NULL
5465,"Likona","FS7543","actief",0,"2020",NULL,NULL
5464,"Likona","FS7545","actief",0,"2021",NULL,NULL
5463,"Likona","FS7547","actief",0,"2021","2009-06-22",NULL
5626,"Likona","FS7554","actief",0,NULL,NULL,NULL
5961,"Likona","FS7575","actief",1,"2020","2020-06-17",NULL
5960,"Likona","FS7576","actief",1,NULL,"2021-06-10",NULL
5179,"Likona","FS7628","actief",1,"2021","2012-07-01",NULL
5462,"Likona","FS7646","actief",0,"2021","2009-05-30",NULL
5622,"Likona","FS7653","actief",0,"2020","2011-06-28",NULL
5959,"Likona","FS7672","actief",0,NULL,NULL,NULL
5178,"Likona","FS7726","actief",1,"2020","2011-07-02","2021"
5461,"Likona","FS7747","actief",0,NULL,NULL,NULL
5460,"Likona","FS7748","actief",0,NULL,NULL,NULL
5958,"Likona","FS7775","actief",0,NULL,NULL,NULL
5177,"Likona","FS7827","actief",1,"2020","2011-07-02","2021"
5459,"Likona","FS7847","actief",0,NULL,NULL,NULL
5458,"Likona","FS7848","actief",0,NULL,NULL,NULL
5617,"Likona","FS7855","actief",0,"2020","2011-06-28",NULL
5616,"Likona","FS7857","actief",0,NULL,NULL,NULL
